nc	pc	oct	accid	dur	tie	chord	part	meas	beat	beatIndex
0	0	5	NA	1	NA	0	1	109	2.25	329.25
6	11	4	n	1	NA	0	1	109	2.5	329.5
5	9	4	NA	1	NA	0	1	109	2.75	329.75
4	7	4	NA	1	NA	0	1	110	0	330
2	4	5	NA	1	NA	0	1	110	0.25	330.25
1	2	5	NA	1	NA	0	1	110	0.5	330.5
0	0	5	NA	1	NA	0	1	110	0.75	330.75
6	11	4	n	1	NA	0	1	110	1	331
5	9	4	NA	1	NA	0	1	110	1.25	331.25
4	7	4	NA	1	NA	0	1	110	1.5	331.5
3	5	4	NA	1	NA	0	1	110	1.75	331.75
2	4	4	NA	1	NA	0	1	110	2	332
0	0	5	NA	1	NA	0	1	110	2.25	332.25
6	11	4	NA	1	NA	0	1	110	2.5	332.5
5	9	4	NA	1	NA	0	1	110	2.75	332.75
4	7	4	NA	1	NA	0	1	111	0	333
3	5	4	NA	1	NA	0	1	111	0.25	333.25
2	4	4	NA	1	NA	0	1	111	0.5	333.5
1	2	4	NA	1	NA	0	1	111	0.75	333.75
0	0	4	NA	1	NA	0	1	111	1	334
6	11	3	n	1	NA	0	1	111	1.25	334.25
0	0	4	NA	1	NA	0	1	111	1.5	334.5
6	11	3	NA	1	NA	0	1	111	1.75	334.75
0	0	4	NA	1	NA	0	1	111	2	335
6	11	3	NA	1	NA	0	1	111	2.25	335.25
0	0	4	NA	1	NA	0	1	111	2.5	335.5
6	11	3	NA	1	NA	0	1	111	2.75	335.75
0	0	4	NA	4	NA	0	1	112	0	336
0	0	4	NA	4	NA	0	1	112	1	337
0	0	4	NA	4	NA	0	1	112	2	338
0	0	4	NA	4	NA	0	1	113	0	339
NA	NA	NA	NA	4	NA	0	1	113	1	340
NA	NA	NA	NA	4	NA	0	1	113	2	341
5	9	5	NA	1	NA	0	1	114	0	342
2	4	6	NA	1	NA	0	1	114	0.25	342.25
1	2	6	NA	1	NA	0	1	114	0.5	342.5
0	1	6	s	1	NA	0	1	114	0.75	342.75
6	11	5	n	1	NA	0	1	114	1	343
5	9	5	NA	1	NA	0	1	114	1.25	343.25
4	8	5	s	1	NA	0	1	114	1.5	343.5
3	6	5	s	1	NA	0	1	114	1.75	343.75
2	4	5	NA	1	NA	0	1	114	2	344
5	9	5	NA	1	NA	0	1	114	2.25	344.25
4	8	5	NA	1	NA	0	1	114	2.5	344.5
3	6	5	NA	1	NA	0	1	114	2.75	344.75
2	4	5	NA	1	NA	0	1	115	0	345
1	2	5	NA	1	NA	0	1	115	0.25	345.25
0	1	5	s	1	NA	0	1	115	0.5	345.5
6	11	4	n	1	NA	0	1	115	0.75	345.75
5	9	4	NA	1	NA	0	1	115	1	346
2	4	5	NA	1	NA	0	1	115	1.25	346.25
1	2	5	NA	1	NA	0	1	115	1.5	346.5
0	1	5	NA	1	NA	0	1	115	1.75	346.75
6	11	4	NA	1	NA	0	1	115	2	347
5	9	4	NA	1	NA	0	1	115	2.25	347.25
4	8	4	s	1	NA	0	1	115	2.5	347.5
3	6	4	s	1	NA	0	1	115	2.75	347.75
2	4	4	NA	1	NA	0	1	116	0	348
5	9	4	NA	1	NA	0	1	116	0.25	348.25
4	8	4	s	1	NA	0	1	116	0.5	348.5
3	6	4	s	1	NA	0	1	116	0.75	348.75
2	4	4	NA	1	NA	0	1	116	1	349
1	2	4	NA	1	NA	0	1	116	1.25	349.25
0	1	4	s	1	NA	0	1	116	1.5	349.5
6	11	3	n	1	NA	0	1	116	1.75	349.75
5	9	3	NA	1	NA	0	1	116	2	350
4	8	3	s	1	NA	0	1	116	2.25	350.25
5	9	3	NA	1	NA	0	1	116	2.5	350.5
4	8	3	NA	1	NA	0	1	116	2.75	350.75
5	9	3	NA	4	NA	0	1	117	0	351
5	9	3	NA	4	NA	0	1	117	1	352
5	9	3	NA	4	NA	0	1	117	2	353
6	10	3	NA	12	NA	0	1	118	0	354
6	10	3	NA	1	stop	0	1	119	0	357
1	2	5	NA	1	NA	0	1	119	0.25	357.25
3	5	5	NA	1	NA	0	1	119	0.5	357.5
6	10	5	NA	1	NA	0	1	119	0.75	357.75
1	2	6	NA	1	NA	0	1	119	1	358
6	10	5	NA	1	NA	0	1	119	1.25	358.25
1	2	6	NA	1	NA	0	1	119	1.5	358.5
6	10	5	NA	1	NA	0	1	119	1.75	358.75
1	2	6	NA	1	NA	0	1	119	2	359
6	10	5	NA	1	NA	0	1	119	2.25	359.25
1	2	6	NA	1	NA	0	1	119	2.5	359.5
6	10	5	NA	1	NA	0	1	119	2.75	359.75
2	3	6	f	4	NA	0	1	120	0	360
NA	NA	NA	NA	4	NA	0	1	120	1	361
NA	NA	NA	NA	4	NA	0	1	120	2	362
NA	NA	NA	NA	1	NA	0	1	121	0	363
2	3	5	f	1	NA	0	1	121	0.25	363.25
4	7	5	NA	1	NA	0	1	121	0.5	363.5
6	10	5	NA	1	NA	0	1	121	0.75	363.75
2	3	6	f	1	NA	0	1	121	1	364
6	10	5	NA	1	NA	0	1	121	1.25	364.25
2	3	6	NA	1	NA	0	1	121	1.5	364.5
6	10	5	NA	1	NA	0	1	121	1.75	364.75
2	3	6	NA	1	NA	0	1	121	2	365
6	10	5	NA	1	NA	0	1	121	2.25	365.25
2	3	6	NA	1	NA	0	1	121	2.5	365.5
6	10	5	NA	1	NA	0	1	121	2.75	365.75
2	3	6	f	4	NA	0	1	122	0	366
NA	NA	NA	NA	4	NA	0	1	122	1	367
NA	NA	NA	NA	4	NA	0	1	122	2	368
NA	NA	NA	NA	12	NA	0	1	123	0	369
0	0	6	NA	8	NA	0	1	124	0	372
2	3	5	f	4	NA	0	1	124	2	374
NA	NA	NA	NA	12	NA	0	1	125	0	375
NA	NA	NA	NA	12	NA	0	1	126	0	378
2	4	6	NA	8	NA	0	1	127	0	381
4	7	5	NA	4	NA	0	1	127	2	383
NA	NA	NA	NA	12	NA	0	1	128	0	384
NA	NA	NA	NA	12	NA	0	1	129	0	387
6	10	5	NA	6	NA	0	1	130	0	390
0	0	6	NA	1	NA	0	1	130	1.5	391.5
6	10	5	NA	1	NA	0	1	130	1.75	391.75
5	9	5	NA	2	NA	0	1	130	2	392
6	10	5	NA	2	NA	0	1	130	2.5	392.5
0	1	5	s	4	NA	0	1	131	0	393
2	4	6	NA	4	NA	0	1	131	1	394
1	2	6	NA	4	NA	0	1	131	2	395
0	1	6	s	2	NA	0	1	132	0	396
2	4	6	NA	1	NA	0	1	132	0.5	396.5
1	2	6	NA	1	NA	0	1	132	0.75	396.75
0	1	6	NA	6	NA	0	1	132	1	397
1	2	6	NA	2	NA	0	1	132	2.5	398.5
0	1	6	s	2	NA	0	1	133	0	399
2	4	6	NA	1	NA	0	1	133	0.5	399.5
1	2	6	NA	1	NA	0	1	133	0.75	399.75
0	1	6	NA	6	NA	0	1	133	1	400
1	2	6	NA	2	NA	0	1	133	2.5	401.5
NA	NA	NA	NA	12	NA	0	1	134	0	402
NA	NA	NA	NA	12	NA	0	1	135	0	405
2	3	6	f	6	NA	0	1	136	0	408
3	5	6	NA	1	NA	0	1	136	1.5	409.5
2	3	6	NA	1	NA	0	1	136	1.75	409.75
1	2	6	NA	2	NA	0	1	136	2	410
2	3	6	NA	2	NA	0	1	136	2.5	410.5
3	6	5	s	4	NA	0	1	137	0	411
0	0	6	NA	4	NA	0	1	137	1	412
6	10	5	NA	4	NA	0	1	137	2	413
5	9	5	NA	2	NA	0	1	138	0	414
0	0	6	NA	1	NA	0	1	138	0.5	414.5
6	10	5	NA	1	NA	0	1	138	0.75	414.75
5	9	5	NA	6	NA	0	1	138	1	415
6	10	5	NA	2	NA	0	1	138	2.5	416.5
5	9	5	NA	2	NA	0	1	139	0	417
0	0	6	NA	1	NA	0	1	139	0.5	417.5
6	10	5	NA	1	NA	0	1	139	0.75	417.75
5	9	5	NA	6	NA	0	1	139	1	418
6	10	5	NA	2	NA	0	1	139	2.5	419.5
NA	NA	NA	NA	12	NA	0	1	140	0	420
NA	NA	NA	NA	12	NA	0	1	141	0	423
5	8	5	f	6	NA	0	1	142	0	426
6	10	5	NA	1	NA	0	1	142	1.5	427.5
5	8	5	NA	1	NA	0	1	142	1.75	427.75
4	7	5	NA	2	NA	0	1	142	2	428
5	8	5	NA	2	NA	0	1	142	2.5	428.5
6	11	4	n	4	NA	0	1	143	0	429
5	8	5	f	4	NA	0	1	143	1	430
5	8	5	NA	4	NA	0	1	143	2	431
5	8	5	f	4	start	0	1	144	0	432
5	9	5	NA	2	NA	0	1	144	1	433
3	5	5	NA	1	NA	0	1	144	1.5	433.5
4	7	5	NA	1	NA	0	1	144	1.75	433.75
5	8	5	f	2	NA	0	1	144	2	434
4	7	5	NA	2	NA	0	1	144	2.5	434.5
5	8	5	f	4	start	0	1	145	0	435
5	8	5	NA	2	stop	0	1	145	1	436
3	5	5	NA	1	NA	0	1	145	1.5	436.5
4	7	5	NA	1	NA	0	1	145	1.75	436.75
5	8	5	NA	2	NA	0	1	145	2	437
4	7	5	NA	2	NA	0	1	145	2.5	437.5
NA	NA	NA	NA	4	NA	0	1	146	0	438
2	4	6	NA	2	NA	0	1	146	1	439
4	7	6	NA	1	NA	0	1	146	1.5	439.5
3	5	6	NA	1	NA	0	1	146	1.75	439.75
2	4	6	NA	2	NA	0	1	146	2	440
3	5	6	NA	2	NA	0	1	146	2.5	440.5
NA	NA	NA	NA	4	NA	0	1	147	0	441
2	4	6	NA	2	NA	0	1	147	1	442
4	7	6	NA	1	NA	0	1	147	1.5	442.5
3	5	6	NA	1	NA	0	1	147	1.75	442.75
2	4	6	NA	2	NA	0	1	147	2	443
3	5	6	NA	2	NA	0	1	147	2.5	443.5
5	9	5	NA	4	start	0	1	148	0	444
5	9	5	NA	2	stop	0	1	148	1	445
0	0	6	NA	1	NA	0	1	148	1.5	445.5
6	10	5	NA	1	NA	0	1	148	1.75	445.75
5	9	5	NA	2	NA	0	1	148	2	446
6	10	5	NA	2	NA	0	1	148	2.5	446.5
5	9	5	NA	4	start	0	1	149	0	447
5	9	5	NA	2	stop	0	1	149	1	448
0	0	6	NA	1	NA	0	1	149	1.5	448.5
6	10	5	NA	1	NA	0	1	149	1.75	448.75
5	9	5	NA	2	NA	0	1	149	2	449
6	10	5	NA	2	NA	0	1	149	2.5	449.5
1	1	6	f	4	start	0	1	150	0	450
1	1	6	NA	2	stop	0	1	150	1	451
2	3	6	f	1	NA	0	1	150	1.5	451.5
1	1	6	NA	1	NA	0	1	150	1.75	451.75
0	0	6	NA	2	NA	0	1	150	2	452
1	1	6	NA	2	NA	0	1	150	2.5	452.5
6	10	5	NA	4	start	0	1	151	0	453
6	10	5	NA	2	stop	0	1	151	1	454
0	0	6	NA	1	NA	0	1	151	1.5	454.5
6	10	5	NA	1	NA	0	1	151	1.75	454.75
5	9	5	NA	2	NA	0	1	151	2	455
6	10	5	NA	2	NA	0	1	151	2.5	455.5
3	5	5	NA	4	start	0	1	152	0	456
3	5	5	NA	2	stop	0	1	152	1	457
4	6	5	f	1	NA	0	1	152	1.5	457.5
3	5	5	NA	1	NA	0	1	152	1.75	457.75
2	4	5	NA	2	NA	0	1	152	2	458
3	5	5	NA	2	NA	0	1	152	2.5	458.5
1	1	5	f	4	start	0	1	153	0	459
1	1	5	NA	2	stop	0	1	153	1	460
2	3	5	f	1	NA	0	1	153	1.5	460.5
1	1	5	NA	1	NA	0	1	153	1.75	460.75
0	0	5	NA	2	NA	0	1	153	2	461
1	1	5	NA	2	NA	0	1	153	2.5	461.5
1	1	4	f	2	NA	0	1	154	0	462
1	1	4	NA	2	NA	0	1	154	0.5	462.5
1	1	4	NA	2	NA	0	1	154	1	463
1	1	4	NA	2	NA	0	1	154	1.5	463.5
1	1	4	NA	2	NA	0	1	154	2	464
1	1	4	NA	2	NA	0	1	154	2.5	464.5
1	1	4	f	2	NA	0	1	155	0	465
1	1	4	NA	2	NA	0	1	155	0.5	465.5
1	1	4	NA	2	NA	0	1	155	1	466
1	1	4	NA	2	NA	0	1	155	1.5	466.5
1	1	4	NA	2	NA	0	1	155	2	467
1	1	4	NA	2	NA	0	1	155	2.5	467.5
1	1	4	f	2	NA	0	1	156	0	468
1	1	4	NA	2	NA	0	1	156	0.5	468.5
1	1	4	NA	2	NA	0	1	156	1	469
1	1	4	NA	2	NA	0	1	156	1.5	469.5
1	1	4	NA	2	NA	0	1	156	2	470
1	1	4	NA	2	NA	0	1	156	2.5	470.5
1	1	4	f	2	NA	0	1	157	0	471
1	1	4	NA	2	NA	0	1	157	0.5	471.5
1	1	4	NA	2	NA	0	1	157	1	472
1	1	4	NA	2	NA	0	1	157	1.5	472.5
0	0	4	NA	2	NA	0	1	157	2	473
0	0	4	NA	2	NA	0	1	157	2.5	473.5
3	5	5	NA	4	start	0	1	158	0	474
3	5	5	NA	2	stop	0	1	158	1	475
4	7	5	NA	1	NA	0	1	158	1.5	475.5
3	5	5	NA	1	NA	0	1	158	1.75	475.75
2	4	5	NA	2	NA	0	1	158	2	476
3	5	5	NA	2	NA	0	1	158	2.5	476.5
0	0	5	NA	4	start	0	1	159	0	477
0	0	5	NA	2	stop	0	1	159	1	478
1	1	5	f	1	NA	0	1	159	1.5	478.5
0	0	5	NA	1	NA	0	1	159	1.75	478.75
6	11	4	n	2	NA	0	1	159	2	479
0	0	5	NA	2	NA	0	1	159	2.5	479.5
5	8	4	f	4	start	0	1	160	0	480
5	8	4	NA	2	stop	0	1	160	1	481
6	10	4	NA	1	NA	0	1	160	1.5	481.5
5	8	4	NA	1	NA	0	1	160	1.75	481.75
4	7	4	NA	2	NA	0	1	160	2	482
5	8	4	NA	2	NA	0	1	160	2.5	482.5
3	5	4	NA	4	start	0	1	161	0	483
3	5	4	NA	2	stop	0	1	161	1	484
4	7	4	NA	1	NA	0	1	161	1.5	484.5
3	5	4	NA	1	NA	0	1	161	1.75	484.75
2	4	4	NA	2	NA	0	1	161	2	485
3	5	4	NA	2	NA	0	1	161	2.5	485.5
3	5	4	NA	2	NA	0	1	162	0	486
3	5	4	NA	2	NA	0	1	162	0.5	486.5
3	5	4	NA	2	NA	0	1	162	1	487
3	5	4	NA	2	NA	0	1	162	1.5	487.5
3	5	4	NA	2	NA	0	1	162	2	488
3	5	4	NA	2	NA	0	1	162	2.5	488.5
3	5	4	NA	2	NA	0	1	163	0	489
3	5	4	NA	2	NA	0	1	163	0.5	489.5
3	5	4	NA	2	NA	0	1	163	1	490
3	5	4	NA	2	NA	0	1	163	1.5	490.5
3	5	4	NA	2	NA	0	1	163	2	491
3	5	4	NA	2	NA	0	1	163	2.5	491.5
3	5	4	NA	2	NA	0	1	164	0	492
3	5	4	NA	2	NA	0	1	164	0.5	492.5
3	5	4	NA	2	NA	0	1	164	1	493
3	5	4	NA	2	NA	0	1	164	1.5	493.5
3	5	4	NA	2	NA	0	1	164	2	494
3	5	4	NA	2	NA	0	1	164	2.5	494.5
3	5	4	NA	2	NA	0	1	165	0	495
3	5	4	NA	2	NA	0	1	165	0.5	495.5
3	5	4	NA	2	NA	0	1	165	1	496
3	5	4	NA	2	NA	0	1	165	1.5	496.5
3	5	4	NA	2	NA	0	1	165	2	497
3	5	4	NA	2	NA	0	1	165	2.5	497.5
2	4	4	NA	1	NA	0	1	166	0	498
0	0	6	NA	1	NA	0	1	166	0.25	498.25
6	11	5	n	1	NA	0	1	166	0.5	498.5
5	9	5	NA	1	NA	0	1	166	0.75	498.75
4	7	5	NA	1	NA	0	1	166	1	499
3	5	5	NA	1	NA	0	1	166	1.25	499.25
2	4	5	NA	1	NA	0	1	166	1.5	499.5
1	2	5	NA	1	NA	0	1	166	1.75	499.75
0	0	5	NA	4	start	0	1	166	2	500
0	0	5	NA	1	stop	0	1	167	0	501
0	0	6	NA	1	NA	0	1	167	0.25	501.25
6	11	5	n	1	NA	0	1	167	0.5	501.5
5	9	5	NA	1	NA	0	1	167	0.75	501.75
4	7	5	NA	1	NA	0	1	167	1	502
3	5	5	NA	1	NA	0	1	167	1.25	502.25
2	4	5	NA	1	NA	0	1	167	1.5	502.5
1	2	5	NA	1	NA	0	1	167	1.75	502.75
0	0	5	NA	4	start	0	1	167	2	503
0	0	5	NA	1	stop	0	1	168	0	504
0	0	6	NA	1	NA	0	1	168	0.25	504.25
6	11	5	n	1	NA	0	1	168	0.5	504.5
5	9	5	NA	1	NA	0	1	168	0.75	504.75
4	7	5	NA	1	NA	0	1	168	1	505
3	5	5	NA	1	NA	0	1	168	1.25	505.25
2	4	5	NA	1	NA	0	1	168	1.5	505.5
1	2	5	NA	1	NA	0	1	168	1.75	505.75
0	0	5	NA	1	NA	0	1	168	2	506
0	0	6	NA	2	NA	0	1	168	2.25	506.25
6	11	5	NA	1	NA	0	1	168	2.75	506.75
5	9	5	NA	1	NA	0	1	169	0	507
4	7	5	NA	1	NA	0	1	169	0.25	507.25
3	5	5	NA	1	NA	0	1	169	0.5	507.5
2	4	5	NA	1	NA	0	1	169	0.75	507.75
1	2	5	NA	1	NA	0	1	169	1	508
0	0	5	NA	1	NA	0	1	169	1.25	508.25
6	11	4	n	1	NA	0	1	169	1.5	508.5
1	2	5	NA	1	NA	0	1	169	1.75	508.75
0	0	5	NA	1	NA	0	1	169	2	509
6	11	4	NA	1	NA	0	1	169	2.25	509.25
0	0	5	NA	1	NA	0	1	169	2.5	509.5
1	2	5	NA	1	NA	0	1	169	2.75	509.75
0	0	5	NA	1	NA	0	1	170	0	510
6	10	4	NA	4	NA	0	1	170	0.25	510.25
2	4	5	NA	8	start	0	1	170	1.25	511.25
2	4	5	NA	4	stop	0	1	171	0.25	513.25
4	7	5	NA	8	start	0	1	171	1.25	514.25
4	7	5	NA	4	stop	0	1	172	0.25	516.25
6	10	5	NA	8	start	0	1	172	1.25	517.25
6	10	5	NA	4	stop	0	1	173	0.25	519.25
2	4	6	NA	4	NA	0	1	173	1.25	520.25
4	7	6	NA	4	NA	0	1	173	2.25	521.25
6	10	6	NA	12	NA	0	1	174	0.25	522.25
2	4	5	NA	12	NA	0	1	175	0.25	525.25
4	7	5	NA	12	NA	0	1	176	0.25	528.25
0	0	4	NA	1	NA	0	1	177	0.25	531.25
6	11	3	n	1	NA	0	1	177	0.5	531.5
0	0	4	NA	1	NA	0	1	177	0.75	531.75
1	2	4	NA	1	NA	0	1	177	1	532
2	4	4	NA	1	NA	0	1	177	1.25	532.25
3	5	4	NA	1	NA	0	1	177	1.5	532.5
4	7	4	NA	1	NA	0	1	177	1.75	532.75
5	9	4	NA	1	NA	0	1	177	2	533
6	10	4	NA	1	NA	0	1	177	2.25	533.25
0	0	5	NA	1	NA	0	1	177	2.5	533.5
1	2	5	NA	1	NA	0	1	177	2.75	533.75
2	4	5	NA	1	NA	0	1	178	0	534
3	5	5	NA	6	NA	0	1	178	0.25	534.25
4	7	5	NA	1	NA	0	1	178	1.75	535.75
3	5	5	NA	1	NA	0	1	178	2	536
2	4	5	NA	2	NA	0	1	178	2.25	536.25
3	5	5	NA	2	NA	0	1	178	2.75	536.75
0	0	5	NA	4	NA	0	1	179	0.25	537.25
NA	NA	NA	NA	4	NA	0	1	179	1.25	538.25
NA	NA	NA	NA	4	NA	0	1	179	2.25	539.25
3	5	5	NA	6	NA	0	1	180	0.25	540.25
4	7	5	NA	1	NA	0	1	180	1.75	541.75
3	5	5	NA	1	NA	0	1	180	2	542
2	4	5	NA	2	NA	0	1	180	2.25	542.25
3	5	5	NA	2	NA	0	1	180	2.75	542.75
1	2	5	NA	4	NA	0	1	181	0.25	543.25
NA	NA	NA	NA	4	NA	0	1	181	1.25	544.25
NA	NA	NA	NA	4	NA	0	1	181	2.25	545.25
3	5	5	NA	4	start	0	1	182	0.25	546.25
3	5	5	NA	2	stop	0	1	182	1.25	547.25
4	7	5	NA	1	NA	0	1	182	1.75	547.75
3	5	5	NA	1	NA	0	1	182	2	548
2	4	5	NA	2	NA	0	1	182	2.25	548.25
3	5	5	NA	2	NA	0	1	182	2.75	548.75
4	7	5	NA	8	NA	0	1	183	0.25	549.25
6	10	4	NA	4	NA	0	1	183	2.25	551.25
5	9	4	NA	8	NA	0	1	184	0.25	552.25
1	2	5	NA	3	NA	0	1	184	2.25	554.25
6	10	4	NA	1	NA	0	1	185	0	555
5	9	4	NA	8	NA	0	1	185	0.25	555.25
4	7	4	NA	4	NA	0	1	185	2.25	557.25
NA	NA	NA	NA	12	NA	0	1	186	0.25	558.25
3	5	5	NA	12	start	0	1	187	0.25	561.25
3	5	5	NA	4	stop	0	1	188	0.25	564.25
6	10	5	NA	4	NA	0	1	188	1.25	565.25
6	10	5	NA	3	stop	0	1	188	2.25	566.25
4	6	5	f	1	NA	0	1	189	0	567
3	5	5	NA	8	NA	0	1	189	0.25	567.25
2	3	5	f	4	NA	0	1	189	2.25	569.25
NA	NA	NA	NA	12	NA	0	1	190	0.25	570.25
NA	NA	NA	NA	12	NA	0	1	191	0.25	573.25
1	1	5	f	8	NA	0	1	192	0.25	576.25
4	6	5	f	3	NA	0	1	192	2.25	578.25
2	3	5	f	1	NA	0	1	193	0	579
1	1	5	f	8	NA	0	1	193	0.25	579.25
0	0	5	NA	4	NA	0	1	193	2.25	581.25
NA	NA	NA	NA	12	NA	0	1	194	0.25	582.25
NA	NA	NA	NA	4	NA	0	1	195	0.25	585.25
1	1	5	f	4	NA	0	1	195	1.25	586.25
1	1	5	NA	4	NA	0	1	195	2.25	587.25
1	1	5	f	2	NA	0	1	196	0.25	588.25
0	-1	5	f	2	NA	0	1	196	0.75	588.75
6	10	4	NA	2	NA	0	1	196	1.25	589.25
0	-1	5	NA	2	NA	0	1	196	1.75	589.75
1	1	5	NA	2	NA	0	1	196	2.25	590.25
0	-1	5	NA	2	NA	0	1	196	2.75	590.75
6	10	4	NA	4	NA	0	1	197	0.25	591.25
NA	NA	NA	NA	4	NA	0	1	197	1.25	592.25
NA	NA	NA	NA	4	NA	0	1	197	2.25	593.25
NA	NA	NA	NA	4	NA	0	1	198	0.25	594.25
NA	NA	NA	NA	2	NA	0	1	198	1.25	595.25
6	10	4	NA	2	NA	0	1	198	1.75	595.75
6	10	4	NA	4	NA	0	1	198	2.25	596.25
5	8	4	f	0	NA	0	1	199	0.25	597.25
6	10	4	NA	0	NA	0	1	199	0.25	597.25
1	1	5	f	6	NA	0	1	199	0.25	597.25
0	-1	5	f	2	NA	0	1	199	1.75	598.75
5	8	4	f	2	NA	0	1	199	2.25	599.25
4	6	4	f	2	NA	0	1	199	2.75	599.75
3	5	4	NA	4	NA	0	1	200	0.25	600.25
NA	NA	NA	NA	2	NA	0	1	200	1.25	601.25
0	-1	5	f	2	NA	0	1	200	1.75	601.75
0	-1	5	NA	4	NA	0	1	200	2.25	602.25
6	10	4	NA	0	NA	0	1	201	0.25	603.25
0	-1	5	NA	0	NA	0	1	201	0.25	603.25
2	3	5	f	6	NA	0	1	201	0.25	603.25
1	1	5	f	2	NA	0	1	201	1.75	604.75
6	10	4	NA	2	NA	0	1	201	2.25	605.25
5	8	4	f	2	NA	0	1	201	2.75	605.75
4	6	4	f	4	NA	0	1	202	0.25	606.25
NA	NA	NA	NA	2	NA	0	1	202	1.25	607.25
4	6	5	f	2	NA	0	1	202	1.75	607.75
4	6	5	NA	4	NA	0	1	202	2.25	608.25
3	5	5	NA	0	NA	0	1	203	0.25	609.25
4	7	5	n	0	NA	0	1	203	0.25	609.25
6	10	5	NA	6	NA	0	1	203	0.25	609.25
5	8	5	f	2	NA	0	1	203	1.75	610.75
5	8	5	NA	2	NA	0	1	203	2.25	611.25
4	6	5	f	2	NA	0	1	203	2.75	611.75
4	6	5	f	2	NA	0	1	204	0.25	612.25
3	5	5	NA	2	NA	0	1	204	0.75	612.75
3	5	5	NA	2	NA	0	1	204	1.25	613.25
2	3	5	f	2	NA	0	1	204	1.75	613.75
1	1	5	f	2	NA	0	1	204	2.25	614.25
0	-1	5	f	2	NA	0	1	204	2.75	614.75
5	9	4	NA	4	NA	0	1	205	0.25	615.25
6	10	4	NA	4	NA	0	1	205	1.25	616.25
6	10	4	NA	4	NA	0	1	205	2.25	617.25
6	10	4	NA	6	NA	0	1	206	0.25	618.25
0	0	5	NA	1	NA	0	1	206	1.75	619.75
6	10	4	NA	1	NA	0	1	206	2	620
5	9	4	NA	2	NA	0	1	206	2.25	620.25
6	10	4	NA	2	NA	0	1	206	2.75	620.75
4	7	5	NA	8	NA	0	1	207	0.25	621.25
6	10	4	NA	4	NA	0	1	207	2.25	623.25
5	8	4	f	4	NA	0	1	208	0.25	624.25
4	7	4	NA	4	NA	0	1	208	1.25	625.25
3	5	4	NA	4	NA	0	1	208	2.25	626.25
0	0	5	NA	1	NA	0	1	209	0.25	627.25
0	0	4	NA	1	NA	0	1	209	0.5	627.5
1	2	4	NA	1	NA	0	1	209	0.75	627.75
2	4	4	NA	1	NA	0	1	209	1	628
3	5	4	NA	1	NA	0	1	209	1.25	628.25
4	7	4	NA	1	NA	0	1	209	1.5	628.5
5	9	4	NA	1	NA	0	1	209	1.75	628.75
6	11	4	n	1	NA	0	1	209	2	629
0	0	5	NA	1	NA	0	1	209	2.25	629.25
6	11	4	NA	1	NA	0	1	209	2.5	629.5
0	0	5	NA	1	NA	0	1	209	2.75	629.75
6	11	4	NA	1	NA	0	1	210	0	630
0	0	5	NA	4	NA	0	1	210	0.25	630.25
NA	NA	NA	NA	2	NA	0	1	210	1.25	631.25
2	4	5	NA	2	NA	0	1	210	1.75	631.75
2	4	5	NA	2	NA	0	1	210	2.25	632.25
3	5	5	NA	2	NA	0	1	210	2.75	632.75
2	4	5	NA	1	NA	0	1	211	0.25	633.25
0	0	4	NA	1	NA	0	1	211	0.5	633.5
1	2	4	NA	1	NA	0	1	211	0.75	633.75
2	4	4	NA	1	NA	0	1	211	1	634
3	5	4	NA	1	NA	0	1	211	1.25	634.25
4	7	4	NA	1	NA	0	1	211	1.5	634.5
5	9	4	NA	1	NA	0	1	211	1.75	634.75
6	11	4	n	1	NA	0	1	211	2	635
0	0	5	NA	1	NA	0	1	211	2.25	635.25
6	11	4	NA	1	NA	0	1	211	2.5	635.5
0	0	5	NA	1	NA	0	1	211	2.75	635.75
6	11	4	NA	1	NA	0	1	212	0	636
0	0	5	NA	4	NA	0	1	212	0.25	636.25
NA	NA	NA	NA	2	NA	0	1	212	1.25	637.25
2	4	5	NA	2	NA	0	1	212	1.75	637.75
2	4	5	NA	2	NA	0	1	212	2.25	638.25
3	5	5	NA	2	NA	0	1	212	2.75	638.75
2	4	5	NA	1	NA	0	1	213	0.25	639.25
0	0	4	NA	1	NA	0	1	213	0.5	639.5
1	2	4	NA	1	NA	0	1	213	0.75	639.75
2	4	4	NA	1	NA	0	1	213	1	640
3	5	4	NA	1	NA	0	1	213	1.25	640.25
4	7	4	NA	1	NA	0	1	213	1.5	640.5
5	9	4	NA	1	NA	0	1	213	1.75	640.75
6	11	4	n	1	NA	0	1	213	2	641
0	0	5	NA	1	NA	0	1	213	2.25	641.25
6	11	4	NA	1	NA	0	1	213	2.5	641.5
0	0	5	NA	1	NA	0	1	213	2.75	641.75
6	11	4	NA	1	NA	0	1	214	0	642
0	0	5	NA	1	NA	0	1	214	0.25	642.25
0	0	5	NA	1	NA	0	1	214	0.5	642.5
1	2	5	NA	1	NA	0	1	214	0.75	642.75
2	4	5	NA	1	NA	0	1	214	1	643
3	5	5	NA	1	NA	0	1	214	1.25	643.25
4	7	5	NA	1	NA	0	1	214	1.5	643.5
5	9	5	NA	1	NA	0	1	214	1.75	643.75
6	11	5	n	1	NA	0	1	214	2	644
0	0	6	NA	1	NA	0	1	214	2.25	644.25
6	11	5	NA	1	NA	0	1	214	2.5	644.5
0	0	6	NA	1	NA	0	1	214	2.75	644.75
6	11	5	NA	1	NA	0	1	215	0	645
0	0	6	NA	2	NA	0	1	215	0.25	645.25
