nc	pc	oct	accid	dur	tie	chord	part	meas	beat	beatIndex
NA	NA	NA	NA	4	NA	0	2	19	1	58
NA	NA	NA	NA	4	NA	0	2	19	2	59
0	0	4	NA	4	start	0	2	20	0	60
0	0	4	NA	2	stop	0	2	20	1	61
1	2	4	NA	1	NA	0	2	20	1.5	61.5
0	0	4	NA	1	NA	0	2	20	1.75	61.75
6	11	3	n	2	NA	0	2	20	2	62
0	0	4	NA	2	NA	0	2	20	2.5	62.5
2	3	4	f	8	NA	0	2	21	0	63
1	2	4	NA	4	NA	0	2	21	2	65
1	2	4	NA	4	start	0	2	22	0	66
1	2	4	NA	2	stop	0	2	22	1	67
2	3	4	f	1	NA	0	2	22	1.5	67.5
1	2	4	NA	1	NA	0	2	22	1.75	67.75
0	1	4	s	2	NA	0	2	22	2	68
1	2	4	NA	2	NA	0	2	22	2.5	68.5
3	5	4	NA	8	NA	0	2	23	0	69
2	4	4	n	4	NA	0	2	23	2	71
4	7	4	NA	4	start	0	2	24	0	72
4	7	4	NA	2	stop	0	2	24	1	73
5	9	4	NA	1	NA	0	2	24	1.5	73.5
4	7	4	NA	1	NA	0	2	24	1.75	73.75
3	6	4	s	2	NA	0	2	24	2	74
4	7	4	NA	2	NA	0	2	24	2.5	74.5
6	10	4	NA	8	NA	0	2	25	0	75
5	9	4	NA	4	NA	0	2	25	2	77
0	0	5	NA	8	NA	0	2	26	0	78
6	10	4	NA	4	NA	0	2	26	2	80
5	9	4	NA	2	NA	0	2	27	0	81
4	7	4	NA	2	NA	0	2	27	0.5	81.5
5	9	4	NA	2	NA	0	2	27	1	82
4	7	4	NA	2	NA	0	2	27	1.5	82.5
5	9	4	NA	2	NA	0	2	27	2	83
4	7	4	NA	2	NA	0	2	27	2.5	83.5
3	5	4	NA	2	NA	0	2	28	0	84
5	9	3	NA	2	NA	0	2	28	0.5	84.5
3	5	4	NA	2	NA	1	2	28	0.5	84.5
5	9	3	NA	2	NA	0	2	28	1	85
3	5	4	NA	2	NA	1	2	28	1	85
5	9	3	NA	2	NA	0	2	28	1.5	85.5
3	5	4	NA	2	NA	1	2	28	1.5	85.5
5	9	3	NA	2	NA	0	2	28	2	86
3	5	4	NA	2	NA	1	2	28	2	86
5	9	3	NA	2	NA	0	2	28	2.5	86.5
3	5	4	NA	2	NA	1	2	28	2.5	86.5
5	9	3	NA	12	NA	0	2	29	0	87
3	5	4	NA	12	NA	1	2	29	0	87
4	7	3	NA	12	NA	0	2	30	0	90
2	4	4	NA	12	NA	1	2	30	0	90
4	7	3	NA	12	NA	0	2	31	0	93
2	4	4	NA	12	NA	1	2	31	0	93
5	9	3	NA	12	NA	0	2	32	0	96
3	5	4	NA	12	NA	1	2	32	0	96
5	9	3	NA	12	NA	0	2	33	0	99
3	5	4	NA	12	NA	1	2	33	0	99
6	10	3	NA	12	NA	0	2	34	0	102
4	7	4	NA	12	NA	1	2	34	0	102
6	10	3	NA	12	NA	0	2	35	0	105
4	7	4	NA	12	NA	1	2	35	0	105
5	9	3	NA	12	NA	0	2	36	0	108
4	7	4	NA	12	NA	1	2	36	0	108
5	9	3	NA	12	NA	0	2	37	0	111
3	5	4	NA	12	NA	1	2	37	0	111
4	7	3	NA	12	NA	0	2	38	0	114
3	5	4	NA	12	NA	1	2	38	0	114
4	7	3	NA	12	NA	0	2	39	0	117
2	3	4	f	12	NA	1	2	39	0	117
0	0	4	NA	12	start	0	2	40	0	120
2	3	4	f	12	start	1	2	40	0	120
0	0	4	NA	4	NA	0	2	41	0	123
2	4	4	NA	4	NA	1	2	41	0	123
0	0	4	NA	4	NA	0	2	41	1	124
0	0	4	NA	4	stop	0	2	41	2	125
1	1	4	f	12	NA	0	2	42	0	126
1	2	4	NA	4	NA	0	2	43	0	129
1	1	4	f	4	NA	0	2	43	1	130
1	1	4	NA	4	stop	0	2	43	2	131
2	3	4	f	12	start	0	2	44	0	132
2	4	4	NA	4	NA	0	2	45	0	135
4	6	4	f	4	NA	0	2	45	1	136
4	6	4	NA	4	stop	0	2	45	2	137
5	8	4	f	12	NA	0	2	46	0	138
4	7	4	NA	4	NA	0	2	47	0	141
5	8	4	f	4	NA	0	2	47	1	142
5	9	4	n	4	NA	0	2	47	2	143
4	7	4	NA	4	NA	0	2	48	0	144
NA	NA	NA	NA	2	NA	0	2	48	1	145
1	2	4	NA	2	NA	0	2	48	1.5	145.5
1	2	4	NA	2	NA	0	2	48	2	146
2	3	4	f	2	NA	0	2	48	2.5	146.5
1	2	4	NA	4	NA	0	2	49	0	147
NA	NA	NA	NA	2	NA	0	2	49	1	148
1	2	5	NA	2	NA	0	2	49	1.5	148.5
1	2	5	NA	2	NA	0	2	49	2	149
2	3	5	f	2	NA	0	2	49	2.5	149.5
1	2	5	NA	4	NA	0	2	50	0	150
NA	NA	NA	NA	2	NA	0	2	50	1	151
1	2	4	NA	2	NA	0	2	50	1.5	151.5
1	2	4	NA	2	NA	0	2	50	2	152
2	3	4	f	2	NA	0	2	50	2.5	152.5
1	2	4	NA	4	NA	0	2	51	0	153
NA	NA	NA	NA	2	NA	0	2	51	1	154
1	2	5	NA	2	NA	0	2	51	1.5	154.5
1	2	5	NA	2	NA	0	2	51	2	155
2	3	5	f	2	NA	0	2	51	2.5	155.5
1	2	5	NA	4	NA	0	2	52	0	156
NA	NA	NA	NA	2	NA	0	2	52	1	157
1	2	5	NA	2	NA	0	2	52	1.5	157.5
1	2	5	NA	2	NA	0	2	52	2	158
2	3	5	f	2	NA	0	2	52	2.5	158.5
1	2	5	NA	1	NA	0	2	53	0	159
4	7	3	NA	1	NA	0	2	53	0.25	159.25
5	9	3	NA	1	NA	0	2	53	0.5	159.5
6	11	3	n	1	NA	0	2	53	0.75	159.75
0	0	4	NA	1	NA	0	2	53	1	160
1	2	4	NA	1	NA	0	2	53	1.25	160.25
2	4	4	NA	1	NA	0	2	53	1.5	160.5
3	6	4	s	1	NA	0	2	53	1.75	160.75
4	7	4	NA	1	NA	0	2	53	2	161
3	6	4	NA	1	NA	0	2	53	2.25	161.25
4	7	4	NA	1	NA	0	2	53	2.5	161.5
3	6	4	NA	1	NA	0	2	53	2.75	161.75
4	7	4	NA	4	NA	0	2	54	0	162
NA	NA	NA	NA	4	NA	0	2	54	1	163
NA	NA	NA	NA	4	NA	0	2	54	2	164
NA	NA	NA	NA	12	NA	0	2	55	0	165
NA	NA	NA	NA	12	NA	0	2	56	0	168
NA	NA	NA	NA	4	NA	0	2	57	0	171
NA	NA	NA	NA	4	NA	0	2	57	1	172
4	7	4	NA	2	NA	0	2	57	2	173
4	7	4	NA	2	start	0	2	57	2.5	173.5
4	7	4	NA	2	stop	0	2	58	0	174
4	7	4	NA	2	NA	0	2	58	0.5	174.5
6	11	4	n	2	NA	0	2	58	1	175
6	11	4	NA	2	NA	0	2	58	1.5	175.5
0	0	5	NA	2	NA	0	2	58	2	176
0	0	5	NA	2	NA	0	2	58	2.5	176.5
2	4	5	NA	4	NA	0	2	59	0	177
1	2	5	NA	4	NA	0	2	59	1	178
NA	NA	NA	NA	4	NA	0	2	59	2	179
NA	NA	NA	NA	12	NA	0	2	60	0	180
NA	NA	NA	NA	4	NA	0	2	61	0	183
NA	NA	NA	NA	4	NA	0	2	61	1	184
6	11	4	n	4	NA	0	2	61	2	185
2	4	5	NA	4	NA	0	2	62	0	186
2	4	4	NA	4	NA	0	2	62	1	187
0	0	5	NA	4	NA	0	2	62	2	188
0	0	5	NA	4	stop	0	2	63	0	189
6	10	4	NA	2	NA	0	2	63	1	190
NA	NA	NA	NA	2	NA	0	2	63	1.5	190.5
NA	NA	NA	NA	4	NA	0	2	63	2	191
NA	NA	NA	NA	12	NA	0	2	64	0	192
NA	NA	NA	NA	4	NA	0	2	65	0	195
NA	NA	NA	NA	4	NA	0	2	65	1	196
1	2	4	NA	2	NA	0	2	65	2	197
1	2	4	NA	2	NA	0	2	65	2.5	197.5
2	4	4	NA	2	NA	0	2	66	0	198
0	0	5	NA	2	NA	0	2	66	0.5	198.5
6	10	4	NA	2	NA	0	2	66	1	199
6	10	4	NA	2	NA	0	2	66	1.5	199.5
4	7	4	NA	2	NA	0	2	66	2	200
4	7	4	NA	2	NA	0	2	66	2.5	200.5
5	8	4	f	6	NA	0	2	67	0	201
NA	NA	NA	NA	2	NA	0	2	67	1.5	202.5
4	7	4	NA	2	NA	0	2	67	2	203
4	7	4	NA	2	NA	0	2	67	2.5	203.5
5	8	4	f	2	NA	0	2	68	0	204
5	8	4	NA	2	NA	0	2	68	0.5	204.5
3	5	4	NA	2	NA	0	2	68	1	205
3	5	4	NA	2	NA	0	2	68	1.5	205.5
1	2	4	NA	2	NA	0	2	68	2	206
1	2	4	NA	2	NA	0	2	68	2.5	206.5
6	11	3	n	2	NA	0	2	69	0	207
6	11	3	NA	2	NA	0	2	69	0.5	207.5
0	0	4	NA	2	NA	0	2	69	1	208
2	4	5	NA	4	NA	0	2	69	1.5	208.5
2	3	5	NA	2	NA	0	2	69	2.5	209.5
2	3	5	f	8	NA	0	2	70	0	210
3	5	5	NA	3	NA	0	2	70	2	212
1	2	5	NA	1	NA	0	2	70	2.75	212.75
0	0	5	NA	2	NA	0	2	71	0	213
4	7	3	NA	2	NA	0	2	71	0.5	213.5
2	4	4	NA	2	NA	1	2	71	0.5	213.5
4	7	3	NA	2	NA	0	2	71	1	214
2	4	4	NA	2	NA	1	2	71	1	214
4	7	3	NA	2	NA	0	2	71	1.5	214.5
2	4	4	NA	2	NA	1	2	71	1.5	214.5
4	7	3	NA	2	NA	0	2	71	2	215
2	4	4	NA	2	NA	1	2	71	2	215
4	7	3	NA	2	NA	0	2	71	2.5	215.5
2	4	4	NA	2	NA	1	2	71	2.5	215.5
4	7	3	NA	2	NA	0	2	72	0	216
2	4	4	NA	2	NA	1	2	72	0	216
4	7	3	NA	2	NA	0	2	72	0.5	216.5
2	4	4	NA	2	NA	1	2	72	0.5	216.5
4	7	3	NA	2	NA	0	2	72	1	217
2	4	4	NA	2	NA	1	2	72	1	217
4	7	3	NA	2	NA	0	2	72	1.5	217.5
2	4	4	NA	2	NA	1	2	72	1.5	217.5
4	7	3	NA	2	NA	0	2	72	2	218
2	4	4	NA	2	NA	1	2	72	2	218
4	7	3	NA	2	NA	0	2	72	2.5	218.5
2	4	4	NA	2	NA	1	2	72	2.5	218.5
4	7	3	NA	12	NA	0	2	73	0	219
3	5	4	NA	12	NA	1	2	73	0	219
6	11	3	n	12	NA	0	2	74	0	222
6	10	3	NA	12	NA	0	2	75	0	225
4	7	3	NA	12	NA	0	2	76	0	228
4	7	4	NA	12	NA	1	2	76	0	228
5	9	3	NA	4	NA	0	2	77	0	231
3	5	4	NA	4	NA	0	2	77	1	232
5	9	4	NA	4	NA	1	2	77	1	232
NA	NA	NA	NA	4	NA	0	2	77	2	233
NA	NA	NA	NA	12	NA	0	2	78	0	234
NA	NA	NA	NA	4	NA	0	2	79	0	237
NA	NA	NA	NA	4	NA	0	2	79	1	238
NA	NA	NA	NA	1	NA	0	2	79	2	239
5	9	3	NA	1	NA	0	2	79	2.25	239.25
6	11	3	n	1	NA	0	2	79	2.5	239.5
0	1	4	s	1	NA	0	2	79	2.75	239.75
1	2	4	NA	1	NA	0	2	80	0	240
2	4	4	NA	1	NA	0	2	80	0.25	240.25
3	5	4	NA	1	NA	0	2	80	0.5	240.5
4	7	4	NA	1	NA	0	2	80	0.75	240.75
5	9	4	NA	1	NA	0	2	80	1	241
4	7	4	NA	1	NA	0	2	80	1.25	241.25
3	5	4	NA	1	NA	0	2	80	1.5	241.5
2	4	4	NA	1	NA	0	2	80	1.75	241.75
1	2	4	NA	1	NA	0	2	80	2	242
0	0	4	NA	1	NA	0	2	80	2.25	242.25
5	9	3	NA	1	NA	0	2	80	2.5	242.5
6	11	3	n	1	NA	0	2	80	2.75	242.75
4	7	3	NA	6	NA	0	2	81	0	243
5	9	3	NA	1	NA	0	2	81	1.5	244.5
6	11	3	n	1	NA	0	2	81	1.75	244.75
0	0	4	NA	1	NA	0	2	81	2	245
1	2	4	NA	1	NA	0	2	81	2.25	245.25
2	4	4	NA	1	NA	0	2	81	2.5	245.5
3	6	4	s	1	NA	0	2	81	2.75	245.75
4	7	4	NA	2	NA	0	2	82	0	246
6	11	4	n	2	NA	0	2	82	0.5	246.5
6	11	4	NA	2	NA	0	2	82	1	247
6	11	4	NA	2	NA	0	2	82	1.5	247.5
6	11	4	NA	2	NA	0	2	82	2	248
6	11	4	NA	2	NA	0	2	82	2.5	248.5
0	0	5	NA	4	NA	0	2	83	0	249
4	7	3	NA	6	NA	0	2	83	1	250
4	7	3	NA	2	NA	0	2	83	2.5	251.5
4	7	3	NA	2	NA	0	2	84	0	252
1	2	4	NA	2	NA	0	2	84	0.5	252.5
1	2	4	NA	2	NA	0	2	84	1	253
0	0	4	NA	2	NA	0	2	84	1.5	253.5
0	0	4	NA	2	NA	0	2	84	2	254
0	0	4	NA	2	stop	0	2	84	2.5	254.5
0	0	4	NA	2	NA	0	2	85	0	255
0	0	4	NA	2	NA	0	2	85	0.5	255.5
0	0	4	NA	2	NA	0	2	85	1	256
4	7	4	NA	2	NA	0	2	85	1.5	256.5
4	7	4	NA	2	NA	0	2	85	2	257
3	5	4	NA	2	NA	0	2	85	2.5	257.5
3	5	4	NA	2	NA	0	2	86	0	258
1	2	4	NA	2	NA	0	2	86	0.5	258.5
1	2	4	NA	4	NA	0	2	86	1	259
NA	NA	NA	NA	4	NA	0	2	86	2	260
NA	NA	NA	NA	12	NA	0	2	87	0	261
0	0	5	NA	12	NA	0	2	88	0	264
0	0	5	NA	12	start	0	2	89	0	267
0	0	5	NA	4	stop	0	2	90	0	270
0	0	5	NA	4	stop	0	2	90	1	271
3	5	4	NA	4	NA	0	2	90	2	272
2	4	4	NA	4	NA	0	2	91	0	273
4	7	4	NA	6	NA	0	2	91	1	274
3	5	4	NA	2	NA	0	2	91	2.5	275.5
3	5	4	NA	2	NA	0	2	92	0	276
1	2	4	NA	2	NA	0	2	92	0.5	276.5
1	2	4	NA	2	NA	0	2	92	1	277
2	4	4	NA	2	NA	0	2	92	1.5	277.5
2	4	4	NA	2	NA	0	2	92	2	278
0	0	5	NA	2	NA	0	2	92	2.5	278.5
0	0	5	NA	2	NA	0	2	93	0	279
0	0	5	NA	2	NA	0	2	93	0.5	279.5
0	0	5	NA	2	NA	0	2	93	1	280
4	7	5	NA	2	NA	0	2	93	1.5	280.5
4	7	5	NA	2	NA	0	2	93	2	281
3	5	5	NA	2	NA	0	2	93	2.5	281.5
3	5	5	NA	2	NA	0	2	94	0	282
1	2	5	NA	2	NA	0	2	94	0.5	282.5
1	2	5	NA	4	NA	0	2	94	1	283
NA	NA	NA	NA	4	NA	0	2	94	2	284
NA	NA	NA	NA	12	NA	0	2	95	0	285
4	7	3	NA	12	NA	0	2	96	0	288
5	8	3	f	12	NA	0	2	97	0	291
5	9	3	NA	8	NA	0	2	98	0	294
5	9	3	NA	4	NA	0	2	98	2	296
5	9	3	NA	4	NA	0	2	99	0	297
1	2	4	NA	4	NA	0	2	99	1	298
6	11	3	n	4	NA	0	2	99	2	299
0	0	4	NA	2	NA	0	2	100	0	300
4	7	3	NA	2	NA	0	2	100	0.5	300.5
2	4	4	NA	2	NA	1	2	100	0.5	300.5
4	7	3	NA	2	NA	0	2	100	1	301
2	4	4	NA	2	NA	1	2	100	1	301
4	7	3	NA	2	NA	0	2	100	1.5	301.5
2	4	4	NA	2	NA	1	2	100	1.5	301.5
4	7	3	NA	2	NA	0	2	100	2	302
2	4	4	NA	2	NA	1	2	100	2	302
4	7	3	NA	2	NA	0	2	100	2.5	302.5
2	4	4	NA	2	NA	1	2	100	2.5	302.5
4	7	3	NA	12	NA	0	2	101	0	303
2	4	4	NA	12	NA	1	2	101	0	303
4	7	3	NA	12	NA	0	2	102	0	306
3	5	4	NA	12	NA	1	2	102	0	306
4	7	3	NA	12	NA	0	2	103	0	309
3	5	4	NA	12	NA	1	2	103	0	309
4	7	3	NA	12	NA	0	2	104	0	312
2	4	4	NA	12	NA	1	2	104	0	312
4	7	3	NA	12	NA	0	2	105	0	315
2	4	4	NA	12	NA	1	2	105	0	315
4	7	3	NA	12	NA	0	2	106	0	318
3	5	4	NA	12	NA	1	2	106	0	318
4	7	3	NA	12	NA	0	2	107	0	321
3	5	4	NA	12	NA	1	2	107	0	321
4	7	3	NA	4	NA	0	2	108	0	324
2	4	4	NA	4	NA	1	2	108	0	324
4	7	3	NA	4	NA	0	2	108	1	325
2	4	4	NA	4	NA	1	2	108	1	325
0	0	5	NA	4	NA	1	2	108	1	325
NA	NA	NA	NA	4	NA	0	2	108	2	326
NA	NA	NA	NA	12	NA	0	2	109	0	327
NA	NA	NA	NA	4	NA	0	2	110	0	330
NA	NA	NA	NA	4	NA	0	2	110	1	331
2	4	4	NA	1	NA	0	2	110	2	332
0	0	5	NA	1	NA	0	2	110	2.25	332.25
6	11	4	n	1	NA	0	2	110	2.5	332.5
5	9	4	NA	1	NA	0	2	110	2.75	332.75
4	7	4	NA	1	NA	0	2	111	0	333
3	5	4	NA	1	NA	0	2	111	0.25	333.25
2	4	4	NA	1	NA	0	2	111	0.5	333.5
1	2	4	NA	1	NA	0	2	111	0.75	333.75
0	0	4	NA	1	NA	0	2	111	1	334
6	11	3	n	1	NA	0	2	111	1.25	334.25
0	0	4	NA	1	NA	0	2	111	1.5	334.5
6	11	3	NA	1	NA	0	2	111	1.75	334.75
0	0	4	NA	1	NA	0	2	111	2	335
6	11	3	NA	1	NA	0	2	111	2.25	335.25
0	0	4	NA	1	NA	0	2	111	2.5	335.5
6	11	3	NA	1	NA	0	2	111	2.75	335.75
0	0	4	NA	4	NA	0	2	112	0	336
4	7	3	NA	4	NA	0	2	112	1	337
4	7	3	NA	4	NA	0	2	112	2	338
4	7	3	NA	4	NA	0	2	113	0	339
NA	NA	NA	NA	4	NA	0	2	113	1	340
NA	NA	NA	NA	4	NA	0	2	113	2	341
5	9	3	NA	4	NA	0	2	114	0	342
5	9	4	NA	4	NA	1	2	114	0	342
NA	NA	NA	NA	4	NA	0	2	114	1	343
NA	NA	NA	NA	4	NA	0	2	114	2	344
NA	NA	NA	NA	12	NA	0	2	115	0	345
NA	NA	NA	NA	1	NA	0	2	116	0	348
5	9	4	NA	1	NA	0	2	116	0.25	348.25
4	8	4	s	1	NA	0	2	116	0.5	348.5
3	6	4	s	1	NA	0	2	116	0.75	348.75
2	4	4	NA	1	NA	0	2	116	1	349
1	2	4	NA	1	NA	0	2	116	1.25	349.25
0	1	4	s	1	NA	0	2	116	1.5	349.5
6	11	3	n	1	NA	0	2	116	1.75	349.75
5	9	3	NA	1	NA	0	2	116	2	350
4	8	3	s	1	NA	0	2	116	2.25	350.25
5	9	3	NA	1	NA	0	2	116	2.5	350.5
4	8	3	NA	1	NA	0	2	116	2.75	350.75
5	9	3	NA	4	NA	0	2	117	0	351
5	9	3	NA	4	NA	0	2	117	1	352
5	9	3	NA	4	NA	0	2	117	2	353
6	10	3	NA	12	NA	0	2	118	0	354
6	10	3	NA	4	stop	0	2	119	0	357
6	10	3	NA	4	NA	0	2	119	1	358
6	10	3	NA	4	NA	0	2	119	2	359
6	10	3	NA	12	start	0	2	120	0	360
6	10	3	NA	4	stop	0	2	121	0	363
6	10	3	NA	4	NA	0	2	121	1	364
6	10	3	NA	4	NA	0	2	121	2	365
6	10	4	NA	6	NA	0	2	122	0	366
0	0	5	NA	1	NA	0	2	122	1.5	367.5
6	10	4	NA	1	NA	0	2	122	1.75	367.75
5	9	4	NA	2	NA	0	2	122	2	368
6	10	4	NA	2	NA	0	2	122	2.5	368.5
0	0	5	NA	8	NA	0	2	123	0	369
2	3	4	f	4	NA	0	2	123	2	371
NA	NA	NA	NA	12	NA	0	2	124	0	372
1	2	5	NA	6	NA	0	2	125	0	375
2	4	5	NA	1	NA	0	2	125	1.5	376.5
1	2	5	NA	1	NA	0	2	125	1.75	376.75
0	1	5	s	2	NA	0	2	125	2	377
1	2	5	NA	2	NA	0	2	125	2.5	377.5
2	4	5	NA	8	NA	0	2	126	0	378
4	7	4	NA	4	NA	0	2	126	2	380
NA	NA	NA	NA	12	NA	0	2	127	0	381
NA	NA	NA	NA	12	NA	0	2	128	0	384
NA	NA	NA	NA	12	NA	0	2	129	0	387
NA	NA	NA	NA	4	NA	0	2	130	0	390
6	10	4	NA	6	NA	0	2	130	1	391
0	0	5	NA	1	NA	0	2	130	2.5	392.5
6	10	4	NA	1	NA	0	2	130	2.75	392.75
5	9	4	NA	2	NA	0	2	131	0	393
6	10	4	NA	2	NA	0	2	131	0.5	393.5
4	7	5	NA	4	NA	0	2	131	1	394
3	5	5	NA	4	NA	0	2	131	2	395
2	4	5	NA	4	start	0	2	132	0	396
2	4	5	NA	2	stop	0	2	132	1	397
4	7	5	NA	1	NA	0	2	132	1.5	397.5
3	5	5	NA	1	NA	0	2	132	1.75	397.75
2	4	5	NA	2	NA	0	2	132	2	398
1	2	5	NA	2	NA	0	2	132	2.5	398.5
2	4	5	NA	4	start	0	2	133	0	399
2	4	5	NA	2	stop	0	2	133	1	400
4	7	5	NA	1	NA	0	2	133	1.5	400.5
3	5	5	NA	1	NA	0	2	133	1.75	400.75
2	4	5	NA	2	NA	0	2	133	2	401
1	2	5	NA	2	NA	0	2	133	2.5	401.5
2	3	5	f	4	start	0	2	134	0	402
2	3	5	NA	2	stop	0	2	134	1	403
3	5	5	NA	1	NA	0	2	134	1.5	403.5
2	3	5	NA	1	NA	0	2	134	1.75	403.75
1	2	5	NA	2	NA	0	2	134	2	404
2	3	5	NA	2	NA	0	2	134	2.5	404.5
3	6	4	s	4	NA	0	2	135	0	405
4	7	4	NA	4	NA	0	2	135	1	406
4	8	4	s	4	NA	0	2	135	2	407
5	9	4	NA	4	NA	0	2	136	0	408
6	10	4	NA	4	NA	0	2	136	1	409
6	11	4	n	4	NA	0	2	136	2	410
0	0	5	NA	4	NA	0	2	137	0	411
5	9	5	NA	4	NA	0	2	137	1	412
4	7	5	NA	4	NA	0	2	137	2	413
3	6	5	s	2	NA	0	2	138	0	414
5	9	5	NA	1	NA	0	2	138	0.5	414.5
4	7	5	NA	1	NA	0	2	138	0.75	414.75
3	6	5	NA	6	NA	0	2	138	1	415
4	7	5	NA	2	NA	0	2	138	2.5	416.5
3	6	5	s	2	NA	0	2	139	0	417
5	9	5	NA	1	NA	0	2	139	0.5	417.5
4	7	5	NA	1	NA	0	2	139	0.75	417.75
3	6	5	NA	6	NA	0	2	139	1	418
4	7	5	NA	2	NA	0	2	139	2.5	419.5
NA	NA	NA	NA	12	NA	0	2	140	0	420
NA	NA	NA	NA	12	NA	0	2	141	0	423
NA	NA	NA	NA	4	NA	0	2	142	0	426
5	8	4	f	6	NA	0	2	142	1	427
6	10	4	NA	1	NA	0	2	142	2.5	428.5
5	8	4	NA	1	NA	0	2	142	2.75	428.75
4	7	4	NA	2	NA	0	2	143	0	429
5	8	4	f	2	NA	0	2	143	0.5	429.5
1	2	5	NA	4	NA	0	2	143	1	430
0	0	5	NA	4	NA	0	2	143	2	431
6	11	4	n	2	NA	0	2	144	0	432
1	2	5	NA	1	NA	0	2	144	0.5	432.5
0	0	5	NA	1	NA	0	2	144	0.75	432.75
6	11	4	NA	6	NA	0	2	144	1	433
0	0	5	NA	2	NA	0	2	144	2.5	434.5
6	11	4	n	2	NA	0	2	145	0	435
1	2	5	NA	1	NA	0	2	145	0.5	435.5
0	0	5	NA	1	NA	0	2	145	0.75	435.75
6	11	4	NA	6	NA	0	2	145	1	436
0	0	5	NA	2	NA	0	2	145	2.5	437.5
1	1	5	f	2	NA	0	2	146	0	438
6	10	4	NA	1	NA	0	2	146	0.5	438.5
0	0	5	NA	1	NA	0	2	146	0.75	438.75
1	1	5	NA	6	NA	0	2	146	1	439
0	0	5	NA	2	NA	0	2	146	2.5	440.5
1	1	5	f	2	NA	0	2	147	0	441
6	10	4	NA	1	NA	0	2	147	0.5	441.5
0	0	5	NA	1	NA	0	2	147	0.75	441.75
1	1	5	NA	6	NA	0	2	147	1	442
0	0	5	NA	2	NA	0	2	147	2.5	443.5
0	0	5	NA	2	NA	0	2	148	0	444
2	3	5	f	1	NA	0	2	148	0.5	444.5
1	1	5	f	1	NA	0	2	148	0.75	444.75
0	0	5	NA	6	NA	0	2	148	1	445
6	10	4	NA	2	NA	0	2	148	2.5	446.5
0	0	5	NA	2	NA	0	2	149	0	447
2	3	5	f	1	NA	0	2	149	0.5	447.5
1	1	5	f	1	NA	0	2	149	0.75	447.75
0	0	5	NA	6	NA	0	2	149	1	448
6	10	4	NA	2	NA	0	2	149	2.5	449.5
1	1	4	f	2	NA	0	2	150	0	450
1	1	4	NA	2	NA	0	2	150	0.5	450.5
1	1	4	NA	2	NA	0	2	150	1	451
1	1	4	NA	2	NA	0	2	150	1.5	451.5
1	1	4	NA	2	NA	0	2	150	2	452
1	1	4	NA	2	NA	0	2	150	2.5	452.5
1	1	4	f	8	NA	0	2	151	0	453
1	1	4	f	12	NA	0	2	151	2	455
1	1	4	f	12	NA	0	2	152	2	458
4	6	5	f	4	start	0	2	153	2	461
4	6	5	NA	2	stop	0	2	154	0	462
5	8	5	f	1	NA	0	2	154	0.5	462.5
4	6	5	NA	1	NA	0	2	154	0.75	462.75
3	5	5	NA	2	NA	0	2	154	1	463
4	6	5	NA	2	NA	0	2	154	1.5	463.5
1	1	5	f	4	start	0	2	154	2	464
1	1	5	NA	2	stop	0	2	155	0	465
2	3	5	f	1	NA	0	2	155	0.5	465.5
1	1	5	NA	1	NA	0	2	155	0.75	465.75
0	0	5	NA	2	NA	0	2	155	1	466
1	1	5	NA	2	NA	0	2	155	1.5	466.5
6	10	4	NA	4	start	0	2	155	2	467
6	10	4	NA	2	stop	0	2	156	0	468
0	-1	5	f	1	NA	0	2	156	0.5	468.5
6	10	4	NA	1	NA	0	2	156	0.75	468.75
5	9	4	NA	2	NA	0	2	156	1	469
6	10	4	NA	2	NA	0	2	156	1.5	469.5
4	6	4	f	4	NA	0	2	156	2	470
3	5	4	NA	4	NA	0	2	157	0	471
2	4	4	NA	4	NA	0	2	157	1	472
0	0	4	NA	2	NA	0	2	157	2	473
0	0	4	NA	2	NA	0	2	157	2.5	473.5
0	0	4	NA	2	NA	0	2	158	0	474
0	0	4	NA	2	NA	0	2	158	0.5	474.5
0	0	4	NA	2	NA	0	2	158	1	475
0	0	4	NA	2	NA	0	2	158	1.5	475.5
0	0	4	NA	12	NA	0	2	158	2	476
0	0	4	NA	12	NA	0	2	159	2	479
0	0	4	NA	12	NA	0	2	160	2	482
1	1	5	f	4	start	0	2	161	2	485
1	1	5	NA	2	stop	0	2	162	0	486
2	3	5	f	1	NA	0	2	162	0.5	486.5
1	1	5	NA	1	NA	0	2	162	0.75	486.75
0	0	5	NA	2	NA	0	2	162	1	487
1	1	5	NA	2	NA	0	2	162	1.5	487.5
5	8	4	f	4	start	0	2	162	2	488
5	8	4	NA	2	stop	0	2	163	0	489
6	10	4	NA	1	NA	0	2	163	0.5	489.5
5	8	4	NA	1	NA	0	2	163	0.75	489.75
4	7	4	NA	2	NA	0	2	163	1	490
5	8	4	NA	2	NA	0	2	163	1.5	490.5
3	5	4	NA	4	start	0	2	163	2	491
3	5	4	NA	2	stop	0	2	164	0	492
4	6	4	f	1	NA	0	2	164	0.5	492.5
3	5	4	NA	1	NA	0	2	164	0.75	492.75
2	3	4	f	2	NA	0	2	164	1	493
3	5	4	NA	2	NA	0	2	164	1.5	493.5
1	1	4	f	4	NA	0	2	164	2	494
0	0	4	NA	4	NA	0	2	165	0	495
6	11	3	n	4	NA	0	2	165	1	496
0	0	4	NA	4	NA	0	2	165	2	497
4	7	3	NA	8	start	0	2	166	0	498
