Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.640796   218.127887
1.643296   218.009175
1.645796   217.642809
1.648296   219.667333
1.650796   220.424471
1.653296   220.351022
1.655796   219.865000
1.658296   224.534071
1.660796   223.796855
1.663296   223.720160
1.665796   228.927287
1.668296   229.380553
1.670796   229.999653
1.673296   230.556867
1.675796   230.921249
1.678296   233.106078
1.680796   233.952368
1.683296   235.302546
1.685796   235.753636
1.688296   236.329394
1.690796   238.732685
1.693296   238.370005
1.695796   238.695613
1.698296   247.030578
1.700796   237.814538
1.703296   238.522609
1.705796   238.777135
1.708296   238.111253
1.710796   238.194452
1.713296   237.968281
1.715796   238.817456
1.718296   240.457932
1.720796   245.484913
1.723296   247.113167
1.725796   247.591279
1.728296   248.972077
1.730796   249.875001
1.733296   250.674538
1.735796   251.246969
1.738296   251.604630
1.740796   250.979258
1.743296   250.886601
1.745796   249.883158
1.748296   248.465744
1.750796   248.427190
1.753296   246.415246
1.755796   245.312179
1.758296   244.528135
1.760796   243.123590
1.763296   241.857253
1.765796   241.542230
1.768296   241.189432
1.770796   240.864379
1.773296   240.344300
1.775796   239.726426
1.778296   237.509425
1.780796   235.999717
1.783296   234.935961
1.785796   233.923747
1.788296   232.163867
1.790796   231.488233
1.793296   230.970521
1.795796   229.154427
1.798296   228.662516
1.800796   227.396274
1.803296   227.349289
1.805796   227.344085
1.808296   225.114900
1.810796   223.711522
1.813296   222.289482
1.815796   221.675145
1.818296   220.217078
1.820796   219.959014
1.823296   218.969527
1.825796   218.311989
1.828296   215.910629
1.830796   215.444714
1.833296   214.667353
1.835796   214.145623
1.838296   213.270057
1.840796   211.785220
1.843296   211.931663
1.845796   211.904332
1.848296   211.837417
1.850796   211.963124
1.853296   210.509565
1.855796   207.128993
1.858296   206.339503
1.860796   205.892245
1.863296   205.976910
1.865796   205.822577
1.868296   206.364198
1.870796   207.089972
1.873296   207.603554
1.875796   207.978817
1.878296   208.848400
1.880796   208.983547
1.883296   208.363789
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
2.120796   199.164707
2.123296   199.669517
2.125796   199.246938
2.128296   198.585753
2.130796   198.405522
2.133296   198.200909
2.135796   197.697405
2.138296   197.775741
2.140796   198.296779
2.143296   198.645251
2.145796   199.612613
2.148296   201.473072
2.150796   199.764571
2.153296   200.587398
2.155796   199.280167
2.158296   199.454173
2.160796   198.311745
2.163296   198.731488
2.165796   213.866908
2.168296   213.138209
2.170796   212.022564
2.173296   207.016345
2.175796   207.557526
2.178296   207.866062
2.180796   211.043471
2.183296   212.656524
2.185796   216.105528
2.188296   217.772603
2.190796   221.951158
2.193296   222.848216
2.195796   225.812846
2.198296   227.401866
2.200796   230.195338
2.203296   231.667800
2.205796   235.122039
2.208296   238.088092
2.210796   240.609820
2.213296   241.980025
2.215796   244.268048
2.218296   250.560827
2.220796   252.066625
2.223296   253.396235
2.225796   253.633285
2.228296   254.364545
2.230796   256.729724
2.233296   258.597946
2.235796   259.866908
2.238296   260.890536
2.240796   260.795276
2.243296   261.221652
2.245796   261.401375
2.248296   262.329463
2.250796   261.752148
2.253296   261.160615
2.255796   259.653099
2.258296   257.282270
2.260796   256.075929
2.263296   254.258871
2.265796   252.427964
2.268296   249.616765
2.270796   247.735158
2.273296   244.619847
2.275796   242.231543
2.278296   240.532557
2.280796   237.093110
2.283296   236.182639
2.285796   233.117124
2.288296   232.848380
2.290796   235.869299
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
2.310796   173.452835
2.313296   173.630498
2.315796   172.454641
2.318296   172.175250
2.320796   171.702605
2.323296   171.295534
2.325796   170.623775
2.328296   168.230593
2.330796   168.385466
2.333296   173.541378
2.335796   168.207604
2.338296   168.246590
2.340796   168.320506
2.343296   167.810304
2.345796   168.880152
2.348296   169.304043
2.350796   170.639012
2.353296   172.271051
2.355796   190.795822
2.358296   191.406817
2.360796   204.180118
2.363296   205.662771
2.365796   208.409973
2.368296   210.574480
2.370796   213.171829
2.373296   215.268507
2.375796   216.720178
2.378296   221.113888
2.380796   224.215655
2.383296   225.115166
2.385796   224.957385
2.388296   224.400700
2.390796   224.016511
2.393296   224.113583
2.395796   224.904036
2.398296   225.871909
2.400796   226.509420
2.403296   227.205346
2.405796   227.639433
2.408296   227.983813
2.410796   228.385002
2.413296   228.727083
2.415796   228.869843
2.418296   229.006408
2.420796   228.918635
2.423296   228.926958
2.425796   228.620930
2.428296   227.993790
2.430796   227.583919
2.433296   226.102564
2.435796   225.617406
2.438296   225.098419
2.440796   225.385675
2.443296   226.505301
2.445796   227.854690
2.448296   229.456532
2.450796   230.573837
2.453296   230.500512
2.455796   230.897044
2.458296   230.918529
2.460796   229.952777
2.463296   229.766833
2.465796   229.056797
2.468296   227.881349
2.470796   227.470430
2.473296   227.009740
2.475796   227.357418
2.478296   227.743109
2.480796   227.977372
2.483296   228.185405
2.485796   228.551446
2.488296   228.693761
2.490796   228.932968
2.493296   229.282162
2.495796   229.494388
2.498296   229.972502
2.500796   230.283303
2.503296   230.648642
2.505796   230.873290
2.508296   230.407609
2.510796   229.484598
2.513296   228.318299
2.515796   226.929993
2.518296   226.185948
2.520796   224.654190
2.523296   222.429551
2.525796   221.605003
2.528296   221.544136
2.530796   222.409135
2.533296   224.390463
2.535796   224.200514
2.538296   219.998347
2.540796   218.822268
2.543296   213.728575
2.545796   214.150059
2.548296   220.103636
2.550796   221.029189
2.553296   226.134916
2.555796   220.361620
2.558296   220.956147
2.560796   223.261006
2.563296   226.227980
2.565796   229.450741
2.568296   138.297773
2.570796   135.597154
2.573296   135.061187
2.575796   128.541234
2.578296   113.013216
2.580796   110.664351
2.583296   113.846904
2.585796   116.550240
2.588296   129.007280
2.590796   129.303098
2.593296   130.932502
2.595796   132.359893
2.598296   132.048368
2.600796   132.514286
2.603296   134.370491
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
2.645796   212.644993
2.648296   213.439141
2.650796   216.012869
2.653296   217.078414
2.655796   217.125558
2.658296   226.712691
2.660796   255.623476
2.663296   283.097198
2.665796   282.042634
2.668296   254.642248
2.670796   236.736054
2.673296   225.789687
2.675796   229.692563
2.678296   265.723563
2.680796   236.434252
2.683296   238.636200
2.685796   241.156131
2.688296   237.076909
2.690796   239.857480
2.693296   242.341150
2.695796   243.545808
2.698296   251.652780
2.700796   248.769288
2.703296   249.485507
2.705796   249.088175
2.708296   248.520169
2.710796   248.942201
2.713296   248.691300
2.715796   247.992285
2.718296   245.932671
2.720796   245.600227
2.723296   246.358182
2.725796   248.068386
2.728296   250.963856
2.730796   254.000136
--undefined--   --undefined--
2.735796   129.278839
2.738296   128.967104
2.740796   128.929297
2.743296   128.642413
2.745796   128.461413
2.748296   128.689896
2.750796   128.621787
2.753296   128.862817
2.755796   129.303869
2.758296   129.237389
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
2.768296   259.446150
2.770796   259.846250
2.773296   259.539477
2.775796   259.872095
2.778296   258.413074
2.780796   258.073864
2.783296   258.795032
2.785796   259.840300
2.788296   260.030094
2.790796   260.943813
2.793296   260.573759
2.795796   260.324239
2.798296   260.574264
2.800796   260.013246
2.803296   260.438277
2.805796   261.312288
2.808296   261.493730
2.810796   262.223424
2.813296   262.962798
2.815796   263.025853
2.818296   263.793147
2.820796   264.130176
2.823296   264.659218
2.825796   265.209159
2.828296   265.437891
2.830796   266.042039
2.833296   266.615184
2.835796   270.120676
2.838296   272.855913
2.840796   275.981495
2.843296   277.286781
2.845796   276.972554
2.848296   277.655505
2.850796   277.563558
2.853296   277.370351
2.855796   279.126884
2.858296   282.065229
2.860796   282.463497
2.863296   284.241388
2.865796   286.325577
2.868296   286.050737
2.870796   287.359757
2.873296   288.234346
2.875796   288.162214
2.878296   290.194991
2.880796   291.496084
2.883296   291.620019
2.885796   292.636162
2.888296   293.058807
2.890796   292.964353
2.893296   294.615307
2.895796   294.643606
2.898296   294.335708
2.900796   294.349986
2.903296   293.581013
2.905796   293.750005
2.908296   277.104381
2.910796   277.291628
2.913296   277.089338
2.915796   276.655361
2.918296   276.368771
2.920796   275.611134
2.923296   272.981951
2.925796   272.001128
2.928296   255.620197
2.930796   259.907341
2.933296   256.593072
2.935796   259.842337
2.938296   262.347678
2.940796   262.769865
2.943296   262.943646
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
3.023296   228.661315
3.025796   229.690130
3.028296   229.116150
3.030796   228.276934
3.033296   229.297119
3.035796   229.180894
3.038296   230.061057
3.040796   230.049613
3.043296   229.531305
3.045796   228.935563
3.048296   227.057543
3.050796   226.129500
3.053296   225.138000
3.055796   224.715279
3.058296   224.680556
3.060796   224.643246
3.063296   224.552745
3.065796   224.613565
3.068296   224.428587
3.070796   223.486862
3.073296   222.157009
3.075796   221.524439
3.078296   218.892954
3.080796   217.373971
3.083296   214.558154
3.085796   214.276001
3.088296   212.764140
3.090796   212.824881
3.093296   212.675540
3.095796   212.853087
3.098296   213.103052
3.100796   213.145280
3.103296   213.069119
3.105796   213.311685
3.108296   213.649759
3.110796   214.037539
3.113296   214.383211
3.115796   214.995890
3.118296   215.097474
3.120796   215.915694
3.123296   216.180503
3.125796   216.763639
3.128296   216.752941
3.130796   216.752571
3.133296   216.031372
3.135796   215.405298
3.138296   214.036440
3.140796   213.409438
3.143296   212.265307
3.145796   211.988328
3.148296   211.552736
3.150796   211.477925
3.153296   211.606048
3.155796   211.597608
3.158296   211.889604
3.160796   211.907233
3.163296   212.254274
3.165796   212.344941
3.168296   212.823575
3.170796   213.194943
3.173296   213.695755
3.175796   213.927210
3.178296   213.959081
3.180796   213.990486
3.183296   213.969478
3.185796   214.286515
3.188296   214.559548
3.190796   214.789844
3.193296   214.928919
3.195796   215.080912
3.198296   215.149278
3.200796   215.068287
3.203296   215.138353
3.205796   215.420329
3.208296   215.559548
3.210796   215.608131
3.213296   215.676727
3.215796   215.251453
3.218296   215.134508
3.220796   215.866240
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
