artist	title	m1	b1	bpm	db0	db8	tranche	transcription	TextGrid	artistOriginYear	era	songYear	album	region	type	bestOf
blackThought	tipTheScale1	-1	3.25	74	NA	NA	blackThoughtOther	1	NA	NA	NA	NA	undun	NA	album	
blackThought	walkAlone3	0	0.75	87	NA	NA	blackThoughtOther	1	NA	NA	NA	NA	howIGotOver	NA	album	
eminem	weMadeYou	-1	3.5	122.9901992	0.691	16.302	eminem	1	NA	NA	NA	2009	Relapse	midwest	artist_album_single	
eminem	25toLife	-1	3	79.99000125	0.818	24.821	eminem	1	NA	NA	NA	2010	Recovery	midwest	artist_album_nonSingle	
eminem	goingThroughChanges	-1	3.25	85.99838753	0.842	23.168	eminem	1	NA	NA	NA	2010	Recovery	midwest	artist_album_nonSingle	
eminem	talkin2	-1	3.25	92.84781663	1.22	21.899	eminem	1	NA	NA	NA	2010	Recovery	midwest	artist_album_nonSingle	
eminem	noLove	-1	2.5	64.80793897	0.812	30.438	eminem	1	NA	NA	NA	2010	Recovery	midwest	artist_album_single	
eminem	takeFromMe	-1	3.5	73.4956362	0.42	26.544	eminem	1	NA	NA	NA	2011	Hell The Sequel	midwest	artist_nonAlbum_nonSingle	
eminem	headlight	-1	3.25	73.29922883	1.016	27.21	eminem	1	NA	NA	NA	2013	The Marshall Mathers LP 2	midwest	artist_album_nonSingle	
eminem	theMonster	-1	3	110.0034376	0.819	18.273	eminem	1	NA	NA	NA	2013	The Marshall Mathers LP 2	midwest	artist_album_single	
esham	sunshine	0	0.25	86.6	NA	NA	genre1	1	0	1988	early	1993	Sunshine	midwest	undetermined	complexSleptOn
fabolous	ready	0	0	75	NA	NA	genre1	1	0	1998	mid	2013	Loso's Way 2: Rise to Power	east	undetermined	sourceTop50Lyricists
gangStarr	fullClip	-1	3.25	95.2621	NA	NA	genre1	1	0	1985	early	1999	Full Clip: A Decade of Gang Starr	east	undetermined	betMostInfluential
ghostfaceKillah	mightyHealthy	0	0	88	NA	NA	genre1	1	1	1992	mid	2000	Supreme Clientele	east	undetermined	metacriticGreaterThan84
gorillaZoe	lost	0	0	68	NA	NA	genre1	1	1	2005	late	2008	Don't Feed Da Animals	south	undetermined	xxlFreshmen
grandmasterFlash	theMessage	0	0.5	100.3489	NA	NA	genre1	1	1	1970	early	1983	Grandmaster Flash & The Furious Five	east	undetermined	betMostInfluential
iceCube	itWasAGoodDay	0	0	82.35807	NA	NA	genre1	1	1	1984	early	1992	The Predator	west	undetermined	"betMostInfluential, sourceTop50Lyricists"
jadakiss	weGonnaMakeIt	-1	3.5	86.85662	NA	NA	genre1	1	0	1993	mid	2001	Kiss tha Game Goodbye	east	undetermined	sourceTop50Lyricists
jayRock	payForIt	0	0	95.2621	NA	NA	genre1	1	0	2005	late	2014	untitled	west	undetermined	xxlFreshmen
jayZ	holyGrail	0	0	72.5	NA	NA	genre1	1	0	1996	mid	2013	Magna Carta Holy Grail	east	undetermined	"betMostInfluential, complexBestSelling, sourceTop50Lyricists"
jeanGrae	myCrew	-1	3.25	92.28516	NA	NA	genre1	1	0	1996	mid	2003	The Bootleg of the Bootleg EP	east	undetermined	complexSleptOn
juiceman	makeThaTrap	-1	3.75	76	NA	NA	genre1	1	1	2003	late	2007	The Otha Side of the Trap	south	undetermined	xxlFreshmen
kanyeWest	stronger	-1	3	103.8788	NA	NA	genre1	1	1	2003	late	2007	Graduation	midwest	undetermined	"betMostInfluential, complexBestSelling, sourceTop50Lyricists"
kendrickLamar	goKDotFreestyle2	-1	3.75	84.39313134	0.223041667		kendrickLamar	1	1			2006	<NA>	west	feature_nonSingle	
kendrickLamar	deadRappers2	0	0.5	79.82372261	-0.43465625		kendrickLamar	1	1			2008	<NA>	west	feature_nonSingle	
kendrickLamar	colors1	0	0	78.99934167	-0.0085		kendrickLamar	1	1			2009	The Vault V	west	feature_nonSingle	
kendrickLamar	celebration3	0	1.25	103.0042918	0.1525		kendrickLamar	1	1			2009	The Kendrick Lamar EP	west	artist_album	
kendrickLamar	determined2	0	0	100.999474	0.3109375		kendrickLamar	1	1			2009	The Kendrick Lamar EP	west	artist_album	
kendrickLamar	iAmInterlude1	0	3.25	96.9207471	0.3639375		kendrickLamar	1	1			2009	The Kendrick Lamar EP	west	artist_album	
kendrickLamar	averageJoe1	-1	3.5	91.49828441	0.39525		kendrickLamar	1	1			2010	Overly Dedicated	west	artist_album	
kendrickLamar	hoc1	-1	2.5	76.99711261	1.53975		kendrickLamar	1	1			2010	Overly Dedicated	west	artist_album	
kendrickLamar	oppositesAttract1	-1	2.75	95.99520024	1.29096875		kendrickLamar	1	1			2010	Overly Dedicated	west	artist_album	
kendrickLamar	rockTheBells2	0	1	86.9014212	-0.452		kendrickLamar	1	1			2011	For Everything	west	feature_nonSingle	
kendrickLamar	moscato2	0	0	62.24873557	1.065125		kendrickLamar	1	1			2011	Longterm Mentality	west	feature_nonSingle	
kendrickLamar	keishasSong2	-1	3.75	87.40383302	0.86953125		kendrickLamar	1	1			2011	Section.80	west	artist_album	
kendrickLamar	poeMansDreams2	0	0.5	88.00073334	-0.1958125		kendrickLamar	1	1			2011	Section.80	west	artist_album	
kendrickLamar	ronaldReagan2	0	0.75	83.96	0.05		kendrickLamar	1	1			2011	Section.80	west	artist_album	
kendrickLamar	solidSoundLogic1	0	1.33	89.98031681	0.063		kendrickLamar	1	1			2012	<NA>	west	feature_nonSingle	
kendrickLamar	artOfPeerPressure1	0	0.25	95.00247402	0.6724375		kendrickLamar	1	1			2012	"Good Kid, M.A.A.D City"	west	artist_album	
kendrickLamar	bitchDont2	-1	3.25	67.00167504	0.8085		kendrickLamar	1	1			2012	"Good Kid, M.A.A.D City"	west	artist_album	
kendrickLamar	moneyTrees1	0	0.5	70.43286867	0.026125		kendrickLamar	1	1			2012	"Good Kid, M.A.A.D City"	west	artist_album	
kendrickLamar	seeNoEvil1	0	0.25	78.00438775	0.085		kendrickLamar	1	1			2012	Jesus Piece	west	feature_nonSingle	
kendrickLamar	weUp1	0	0.5	102.9790364	-0.279928571		kendrickLamar	1	1			2013	<NA>	west	feature_single	
kendrickLamar	streetDreamin1	0	1.25	92.49743063	1.860333333		kendrickLamar	1	1			2013	Who You Mad At? Me Or Yourself?	west	feature_nonSingle	
kendrickLamar	drugsOnTheSchoolyard1	-1	3.5	65.00101564	0.5519375		kendrickLamar	1	1			2014	Child in the Wild	west	feature_nonSingle	
kendrickLamar	thuggin1	0	0.25	85.00088543	-0.197875		kendrickLamar	1	1			2015	<NA>	west	feature_single	
kendrickLamar	i1	-1	2.25	122.0054648	1.28221875		kendrickLamar	1	1			2015	To Pimp a Butterfly	west	artist_album	
kendrickLamar	momma2	-1	3.25	83.99685012	0.8866875		kendrickLamar	1	1			2015	To Pimp a Butterfly	west	artist_album	
kendrickLamar	mortalMan1	-1	3.25	84.00787574	0.74578125		kendrickLamar	1	1			2015	To Pimp a Butterfly	west	artist_album	
kendrickLamar	theNewCupid1	-1	3.5	63.9914678	0.578375		kendrickLamar	1	1			2016	In My Mind	west	feature_nonSingle	
kendrickLamar	untitledSeven2	0	0	63.50046302	0.094125		kendrickLamar	1	1			2016	untitled unmastered	west	artist_album	
kendrickLamar	loyalty3	0	0	110.4319	0.375		kendrickLamar	1	1			2017	DAMN.	west	artist_album	
kendrickLamar	yah1	0	0	70.00145836	-0.025125		kendrickLamar	1	1			2017	DAMN.	west	artist_album	
kiloAli	babyBaby	-1	3.5	130.8347	NA	NA	genre1	1	0	1990	early	1997	Organized Bass	south	undetermined	complexSleptOn
kirkoBangz	drinkInMyCup	-1	3.625	66	NA	NA	genre1	1	0	2009	late	2011	Progression 2: A Young Texas Playa	south	undetermined	xxlFreshmen
koolKeith	sexStyle	-1	3.25	85.06944	NA	NA	genre1	1	0	1984	early	1997	Sex Style	east	undetermined	complexSleptOn
krsOne	mcsActLike	-1	3.25	90.1	NA	NA	genre1	1	0	1984	early	1995	KRS-One	east	undetermined	"betMostInfluential, sourceTop50Lyricists"
kurtisBlow	theBreaks	-1	3.5	112.3471	NA	NA	genre1	1	0	1970	early	1980	Kurtis Blow	east	undetermined	betMostInfluential
lilB	wontonSoup	0	0.5	65	NA	NA	genre1	1	0	2004	late	2010	Blue Flame	west	undetermined	xxlFreshmen
lilBoosie	setItOff	-1	3.25	80	NA	NA	genre1	1	0	1998	mid	2006	Bad Azz	south	undetermined	"complexSleptOn, xxlFreshmen"
lilDurk	disAintWhat	-1	3.5	62	NA	NA	genre1	1	0	2011	late	2013	Signed to the Streets	midwest	undetermined	xxlFreshmen
lilKim	lightersUp	-1	2.5	91.06553	NA	NA	genre1	1	1	1994	mid	2005	The Naked Truth	east	undetermined	"betMostInfluential, sourceTop50Lyricists"
lizzo	batchesAndCookies	-1	3.75	90.4	NA	NA	genre1	1	0	2012	late	2013	Lizzobangers	west	undetermined	metacriticGreaterThan84
logic	underPressure	-1	3.5	84.03201	NA	NA	genre1	1	0	2009	late	2014	Under Pressure	east	undetermined	xxlFreshmen
ludacris	myChickBad	-1	3.25	86.13281	NA	NA	genre1	1	1	1999	mid	2010	Battle of the Sexes	south	undetermined	"complexBestSelling, sourceTop50Lyricists"
lupeFiasco	theShowGoesOn	-1	3.5	77	NA	NA	genre1	1	1	1999	mid	2011	Lasers	midwest	undetermined	"sourceTop50Lyricists, xxlFreshmen"
macMall	myOpinion	-1	2.75	82.03125	NA	NA	genre1	1	0	1992	mid	1993	Illegal Business	west	undetermined	complexSleptOn
maxB	sexyLove	-1	3.5	74.65	NA	NA	genre1	1	0	2005	late	2008	Million Dollar Baby 2	east	undetermined	complexSleptOn
missyElliott	getUr	0	0.25	91	NA	NA	genre1	1	1	1991	early	2001	Miss E_So Addictive	south	undetermined	"betMostInfluential, metacriticGreaterThan84"
nelly	dilemma	0	0.25	84.03201	NA	NA	genre1	1	1	1993	mid	2002	Nellyville	midwest	undetermined	complexBestSelling
noMalice	june	0	0.5	78	NA	NA	genre1	1	0	2014	late	2012	Hear Ye Him	east	undetermined	complexSleptOn
peediCrakk	oneFor	-1	2.25	88	NA	NA	genre1	1	0	2001	mid	2003	[single]	east	undetermined	complexSleptOn
phonte	theGoodFight	0	0.5	92.07962	NA	NA	genre1	1	0	1998	mid	2011	Charity Starts at Home	south	undetermined	metacriticGreaterThan84
pill	pacman	-1	3.75	70	NA	NA	genre1	1	0	2008	late	2011	Self Made Vol.1	south	undetermined	xxlFreshmen
pmd	itsThePee	-1	3.5	89.10291	NA	NA	genre1	1	0	1986	early	1997	It's the Pee '97	east	undetermined	complexSleptOn
queenLatifah	unity	0	0	93.96307	NA	NA	genre1	1	1	1988	early	1993	Black Reign	east	undetermined	"betMostInfluential, sourceTop50Lyricists"
rickRoss	astonMartin	-1	3.25	86.13281	NA	NA	genre1	1	0	2001	mid	2010	Teflon Don	south	undetermined	sourceTop50Lyricists
aceHood	bugatti	NA	NA	NA	NA	NA	genre2	0	NA	2006	late	NA	NA	south	undetermined	xxlFreshmen
ag	ogPt1	NA	NA	NA	NA	NA	genre2	0	NA	1990	early	NA	NA	midwest	undetermined	complexSleptOn
andreNickatina	conversation	NA	NA	NA	NA	NA	genre2	0	NA	1992	mid	NA	NA	west	undetermined	complexSleptOn
astronautalis	wondersmith	NA	NA	NA	NA	NA	genre2	0	NA	2003	late	NA	NA	south	undetermined	metacriticGreaterThan84
azealiaBanks	212	NA	NA	NA	NA	NA	genre2	0	NA	2008	late	NA	NA	east	undetermined	metacriticGreaterThan84
bigPun	imNotAPlayer	NA	NA	NA	NA	NA	genre2	0	NA	1995	mid	NA	NA	east	undetermined	"complexSleptOn, sourceTop50Lyricists"
blackMilk	storyAndHer	NA	NA	NA	NA	NA	genre2	0	NA	2002	late	NA	NA	midwest	undetermined	metacriticGreaterThan84
bob	airplains	NA	NA	NA	NA	NA	genre2	0	NA	2006	late	NA	NA	south	undetermined	xxlFreshmen
bunB	youreEverything	NA	NA	NA	NA	NA	genre2	0	NA	1987	early	NA	NA	south	undetermined	sourceTop50Lyricists
chanceTheRapper	cocoaButterKisses	NA	NA	NA	NA	NA	genre2	0	NA	2011	late	NA	NA	midwest	undetermined	xxlFreshmen
charlesHamilton	brooklynGirls	NA	NA	NA	NA	NA	genre2	0	NA	2005	late	NA	NA	midwest	undetermined	xxlFreshmen
cormega	industry	NA	NA	NA	NA	NA	genre2	0	NA	1990	early	NA	NA	east	undetermined	complexSleptOn
currensy	jetLife	NA	NA	NA	NA	NA	genre2	0	NA	2002	late	NA	NA	south	undetermined	xxlFreshmen
dmx	ruffRyders	NA	NA	NA	NA	NA	genre2	0	NA	1988	early	NA	NA	east	undetermined	"complexBestSelling, sourceTop50Lyricists"
frenchMontana	dontPanic	NA	NA	NA	NA	NA	genre2	0	NA	2002	late	NA	NA	east	undetermined	xxlFreshmen
groupHome	livinProof	NA	NA	NA	NA	NA	genre2	0	NA	1990	early	NA	NA	east	undetermined	complexSleptOn
guru	loungin	NA	NA	NA	NA	NA	genre2	0	NA	1985	early	NA	NA	east	undetermined	sourceTop50Lyricists
homeboySandman	americaTheBeautiful	NA	NA	NA	NA	NA	genre2	0	NA	2007	late	NA	NA	east	undetermined	metacriticGreaterThan84
hopsin	illMind7	NA	NA	NA	NA	NA	genre2	0	NA	2003	late	NA	NA	west	undetermined	xxlFreshmen
hyroDaHero	sleepingGiants	NA	NA	NA	NA	NA	genre2	0	NA	2007	late	NA	NA	south	undetermined	metacriticGreaterThan84
ice-t	colors	NA	NA	NA	NA	NA	genre2	0	NA	1982	early	NA	NA	east	undetermined	"betMostInfluential, metacriticGreaterThan84"
joellOrtiz	musicSavedMyLife	NA	NA	NA	NA	NA	genre2	0	NA	1998	mid	NA	NA	east	undetermined	xxlFreshmen
joeyBadass	hardknock	NA	NA	NA	NA	NA	genre2	0	NA	2010	late	NA	NA	east	undetermined	xxlFreshmen
kendrickLamar	i	NA	NA	NA	NA	NA	genre2	0	NA	2003	late	NA	NA	west	undetermined	"metacriticGreaterThan84, xxlFreshmen"
kidCudi	justWhatIAm	NA	NA	NA	NA	NA	genre2	0	NA	2003	late	NA	NA	east	undetermined	xxlFreshmen
kidInk	timeOfYourLife	NA	NA	NA	NA	NA	genre2	0	NA	2009	late	NA	NA	west	undetermined	xxlFreshmen
killerMike	reagan	NA	NA	NA	NA	NA	genre2	0	NA	1999	mid	NA	NA	south	undetermined	metacriticGreaterThan84
kingTee	blackTogetherAgain	NA	NA	NA	NA	NA	genre2	0	NA	1986	early	NA	NA	west	undetermined	complexSleptOn
largeProfessor	inTheSun	NA	NA	NA	NA	NA	genre2	0	NA	1988	early	NA	NA	east	undetermined	complexSleptOn
lilBibby	weAreStrong	NA	NA	NA	NA	NA	genre2	0	NA	2012	late	NA	NA	midwest	undetermined	xxlFreshmen
lilWayne	believeMe	NA	NA	NA	NA	NA	genre2	0	NA	1996	mid	NA	NA	south	undetermined	"betMostInfluential, complexBestSelling, metacriticGreaterThan84, sourceTop50Lyricists"
llCoolJ	mamaSaid	NA	NA	NA	NA	NA	genre2	0	NA	1984	early	NA	NA	east	undetermined	"betMostInfluential, sourceTop50Lyricists"
macDre	feelinMyself	NA	NA	NA	NA	NA	genre2	0	NA	1988	early	NA	NA	west	undetermined	complexSleptOn
macklemore	areWeDanced	NA	NA	NA	NA	NA	genre2	0	NA	2000	mid	NA	NA	west	undetermined	xxlFreshmen
meekMill	levels	NA	NA	NA	NA	NA	genre2	0	NA	2003	late	NA	NA	east	undetermined	xxlFreshmen
melleMel	theMessage2	NA	NA	NA	NA	NA	genre2	0	NA	1978	early	NA	NA	east	undetermined	sourceTop50Lyricists
memphisBleek	doMy	NA	NA	NA	NA	NA	genre2	0	NA	1995	mid	NA	NA	east	undetermined	complexSleptOn
methodMan	bringThePain	NA	NA	NA	NA	NA	genre2	0	NA	1992	mid	NA	NA	east	undetermined	sourceTop50Lyricists
obieTrice	snitch	NA	NA	NA	NA	NA	genre2	0	NA	2000	mid	NA	NA	midwest	undetermined	complexSleptOn
outkast	msJackson	NA	NA	NA	NA	NA	genre2	0	NA	1992	mid	NA	NA	south	undetermined	"betMostInfluential, complexBestSelling, metacriticGreaterThan84"
papoose	turnItUp	NA	NA	NA	NA	NA	genre2	0	NA	1998	mid	NA	NA	east	undetermined	xxlFreshmen
pharoaheMonch	simonSays	NA	NA	NA	NA	NA	genre2	0	NA	1987	early	NA	NA	east	undetermined	sourceTop50Lyricists
proof	trapped	NA	NA	NA	NA	NA	genre2	0	NA	1992	mid	NA	NA	midwest	undetermined	complexSleptOn
puffDaddy	cantNobodyHoldMeDown	NA	NA	NA	NA	NA	genre2	0	NA	1989	early	NA	NA	east	undetermined	complexBestSelling
rahDigga	angelaDavis	NA	NA	NA	NA	NA	genre2	0	NA	1995	mid	NA	NA	east	undetermined	complexSleptOn
raTheRuggedMan	definitionOfARapFlow	NA	NA	NA	NA	NA	genre2	0	NA	1989	early	NA	NA	east	undetermined	complexSleptOn
redman	tonightsDaNight	NA	NA	NA	NA	NA	genre2	0	NA	1990	early	NA	NA	east	undetermined	sourceTop50Lyricists
richBoy	throwSomeDs	NA	NA	NA	NA	NA	genre2	0	NA	1999	mid	NA	NA	south	undetermined	xxlFreshmen
roscoeDash	allTheWay	NA	NA	NA	NA	NA	genre2	0	NA	2009	late	NA	NA	south	undetermined	xxlFreshmen
"royceDa5'9"""	boom	NA	NA	NA	NA	NA	genre2	0	NA	1995	mid	NA	NA	midwest	undetermined	sourceTop50Lyricists
saigon	oneFootInTheDoor	NA	NA	NA	NA	NA	genre2	0	NA	2000	mid	NA	NA	east	undetermined	"metacriticGreaterThan84, xxlFreshmen"
scarface	onMyBlock	NA	NA	NA	NA	NA	genre2	0	NA	1987	early	NA	NA	south	undetermined	"betMostInfluential, metacriticGreaterThan84, sourceTop50Lyricists"
sheekLouch	goodLove	NA	NA	NA	NA	NA	genre2	0	NA	1995	mid	NA	NA	east	undetermined	complexSleptOn
souljaBoy	speakersGoingHammer	NA	NA	NA	NA	NA	genre2	0	NA	2005	late	NA	NA	midwest	undetermined	betMostInfluential
souljaSlim	heataOnMe	NA	NA	NA	NA	NA	genre2	0	NA	1994	mid	NA	NA	south	undetermined	complexSleptOn
stylesP	sour	NA	NA	NA	NA	NA	genre2	0	NA	1994	mid	NA	NA	east	undetermined	sourceTop50Lyricists
talibKweli	getBy	NA	NA	NA	NA	NA	genre2	0	NA	1995	mid	NA	NA	east	undetermined	sourceTop50Lyricists
techN9ne	amIAPsycho	NA	NA	NA	NA	NA	genre2	0	NA	1991	early	NA	NA	midwest	undetermined	complexSleptOn
tooshort	theGhetto	NA	NA	NA	NA	NA	genre2	0	NA	1982	early	NA	NA	west	undetermined	betMostInfluential
trinidadJames	allGoldEverything	NA	NA	NA	NA	NA	genre2	0	NA	2011	late	NA	NA	south	undetermined	xxlFreshmen
troyAve	allAboutTheMoney	NA	NA	NA	NA	NA	genre2	0	NA	2009	late	NA	NA	east	undetermined	xxlFreshmen
tupacShakur	changes	NA	NA	NA	NA	NA	genre2	0	NA	1988	early	NA	NA	east	undetermined	"betMostInfluential, complexBestSelling, sourceTop50Lyricists"
tydollasign	allStar	NA	NA	NA	NA	NA	genre2	0	NA	2007	late	NA	NA	west	undetermined	xxlFreshmen
vanillaIce	iceIceBaby	NA	NA	NA	NA	NA	genre2	0	NA	1985	early	NA	NA	south	undetermined	complexBestSelling
willSmith	gettinJiggyWithIt	NA	NA	NA	NA	NA	genre2	0	NA	1997	mid	NA	NA	west	undetermined	"betMostInfluential, complexBestSelling"
youngDro	fdb	NA	NA	NA	NA	NA	genre2	0	NA	1999	mid	NA	NA	south	undetermined	"complexSleptOn, xxlFreshmen"
ab-soul	terroristThreats	NA	NA	NA	NA	NA	genre3	0	NA	2003	late	NA	NA	west	undetermined	xxlFreshmen
akinyele	putItInYourMouth	NA	NA	NA	NA	NA	genre3	0	NA	1991	early	NA	NA	east	undetermined	complexSleptOn
andre3000	allTogetherNow	NA	NA	NA	NA	NA	genre3	0	NA	1991	early	NA	NA	south	undetermined	sourceTop50Lyricists
angelHaze	Werkin' Girls	NA	NA	NA	NA	NA	genre3	0	NA	2010	late	NA	NA	east	undetermined	"metacriticGreaterThan84, xxlFreshmen"
asherRoth	NA	NA	NA	NA	NA	NA	genre3	0	NA	2005	late	NA	NA	east	undetermined	xxlFreshmen
beastieBoys	NA	NA	NA	NA	NA	NA	genre3	0	NA	1981	early	NA	NA	east	undetermined	"complexBestSelling, betMostInfluential"
bigL	putItOn	NA	NA	NA	NA	NA	genre3	0	NA	1990	early	NA	NA	east	undetermined	sourceTop50Lyricists
bigSean	iDontFuckWith	NA	NA	NA	NA	NA	genre3	0	NA	2003	late	NA	NA	midwest	undetermined	xxlFreshmen
bustaRhymes	twerkIt	NA	NA	NA	NA	NA	genre3	0	NA	1989	early	NA	NA	east	undetermined	"sourceTop50Lyricists, betMostInfluential"
chiefKeef	iDontLike	NA	NA	NA	NA	NA	genre3	0	NA	2011	late	NA	NA	midwest	undetermined	xxlFreshmen
common	theLight	NA	NA	NA	NA	NA	genre3	0	NA	1991	early	NA	NA	midwest	undetermined	sourceTop50Lyricists
coryGunz	hotNigga	NA	NA	NA	NA	NA	genre3	0	NA	2003	late	NA	NA	east	undetermined	xxlFreshmen
cyhiThePrynce	woah	NA	NA	NA	NA	NA	genre3	0	NA	2005	late	NA	NA	south	undetermined	xxlFreshmen
dizzeeRascal	NA	NA	NA	NA	NA	NA	genre3	0	NA	2000	mid	NA	NA	non-US	undetermined	metacriticGreaterThan84
donTrip	NA	NA	NA	NA	NA	NA	genre3	0	NA	2001	mid	NA	NA	south	undetermined	xxlFreshmen
edan	Beauty	NA	NA	NA	NA	NA	genre3	0	NA	1999	mid	NA	NA	east	undetermined	metacriticGreaterThan84
el-p	theFullRitard	NA	NA	NA	NA	NA	genre3	0	NA	1993	mid	NA	NA	east	undetermined	metacriticGreaterThan84
eminem	theMonster	NA	NA	NA	NA	NA	genre3	0	NA	1996	mid	NA	NA	midwest	undetermined	"betMostInfluential, complexBestSelling, sourceTop50Lyricists"
freddieGibbs	BFK	NA	NA	NA	NA	NA	genre3	0	NA	2003	late	NA	NA	midwest	undetermined	xxlFreshmen
fugees	Ready or Not	NA	NA	NA	NA	NA	genre3	0	NA	1992	mid	NA	NA	east	undetermined	complexBestSelling
future	moveThatDope	NA	NA	NA	NA	NA	genre3	0	NA	2009	late	NA	NA	south	undetermined	xxlFreshmen
isaiahRashad	NA	NA	NA	NA	NA	NA	genre3	0	NA	2010	late	NA	NA	south	undetermined	
jCole	Power Trip	NA	NA	NA	NA	NA	genre3	0	NA	2007	late	NA	NA	south	undetermined	xxlFreshmen
jDilla	wontDo	NA	NA	NA	NA	NA	genre3	0	NA	1993	mid	NA	NA	midwest	undetermined	metacriticGreaterThan84
jonConner	NA	NA	NA	NA	NA	NA	genre3	0	NA	NA	NA	NA	NA	midwest	undetermined	xxlFreshmen
juju	NA	NA	NA	NA	NA	NA	genre3	0	NA	2004	late	NA	NA	non-US	undetermined	complexSleptOn
juvenile	Ha	NA	NA	NA	NA	NA	genre3	0	NA	1991	early	NA	NA	south	undetermined	complexBestSelling
kevinGates	posedToBeInLove	NA	NA	NA	NA	NA	genre3	0	NA	2007	late	NA	NA	south	undetermined	xxlFreshmen
killarmy	fairLoveAndWar	NA	NA	NA	NA	NA	genre3	0	NA	1995	mid	NA	NA	east	undetermined	complexSleptOn
koolGRap	It's A Shame	NA	NA	NA	NA	NA	genre3	0	NA	1986	early	NA	NA	east	undetermined	"betMostInfluential, sourceTop50Lyricists"
laurynHill	exFactor	NA	NA	NA	NA	NA	genre3	0	NA	1997	mid	NA	NA	east	undetermined	"betMostInfluential, complexBestSelling, sourceTop50Lyricists"
lilTwist	NA	NA	NA	NA	NA	NA	genre3	0	NA	2010	late	NA	NA	south	undetermined	xxlFreshmen
macMiller	NA	NA	NA	NA	NA	NA	genre3	0	NA	2007	late	NA	NA	east	undetermined	xxlFreshmen
marcoPolo	thingsJustAintTheSame	NA	NA	NA	NA	NA	genre3	0	NA	2000	mid	NA	NA	non-US	undetermined	metacriticGreaterThan84
mastaKilla	passMeDaGreen	NA	NA	NA	NA	NA	genre3	0	NA	1990	early	NA	NA	east	undetermined	metacriticGreaterThan84
masterP	Sexy Love	NA	NA	NA	NA	NA	genre3	0	NA	1990	early	NA	NA	south	undetermined	"betMostInfluential, complexBestSelling"
mcHammer	uCantTouchThis	NA	NA	NA	NA	NA	genre3	0	NA	1985	early	NA	NA	west	undetermined	"betMostInfluential, complexBestSelling"
mcLyte	ruffneck	NA	NA	NA	NA	NA	genre3	0	NA	1986	early	NA	NA	east	undetermined	betMostInfluential
mia	NA	NA	NA	NA	NA	NA	genre3	0	NA	2000	mid	NA	NA	non-US	undetermined	metacriticGreaterThan84
mickeyFactz	NA	NA	NA	NA	NA	NA	genre3	0	NA	2005	late	NA	NA	east	undetermined	xxlFreshmen
mosDef	NA	NA	NA	NA	NA	NA	genre3	0	NA	1994	mid	NA	NA	east	undetermined	sourceTop50Lyricists
nas	nyStateOfMind	NA	NA	NA	NA	NA	genre3	0	NA	1991	early	NA	NA	east	undetermined	"betMostInfluential, complexBestSelling, sourceTop50Lyricists"
nature	NA	NA	NA	NA	NA	NA	genre3	0	NA	1993	mid	NA	NA	east	undetermined	complexSleptOn
nerd	NA	NA	NA	NA	NA	NA	genre3	0	NA	2000	mid	NA	NA	south	undetermined	metacriticGreaterThan84
nipseyHussle	iDontGiveAFuck	NA	NA	NA	NA	NA	genre3	0	NA	2003	late	NA	NA	west	undetermined	"complexSleptOn, xxlFreshmen"
nwa	straightOuttaCompton	NA	NA	NA	NA	NA	genre3	0	NA	1986	early	NA	NA	west	undetermined	betMostInfluential
ohNo	welcomeToLosSantos	NA	NA	NA	NA	NA	genre3	0	NA	1998	mid	NA	NA	west	undetermined	metacriticGreaterThan84
playaFly	NA	NA	NA	NA	NA	NA	genre3	0	NA	1993	mid	NA	NA	south	undetermined	complexSleptOn
plies	bustItBabyPt2	NA	NA	NA	NA	NA	genre3	0	NA	2004	late	NA	NA	south	undetermined	xxlFreshmen
poisonous	NA	NA	NA	NA	NA	NA	genre3	0	NA	NA	NA	NA	NA	east	undetermined	sourceTop50Lyricists
publicEnemy	Fight the Power	NA	NA	NA	NA	NA	genre3	0	NA	1982	early	NA	NA	east	undetermined	"betMostInfluential, sourceTop50Lyricists"
pushaT	NA	NA	NA	NA	NA	NA	genre3	0	NA	1992	mid	NA	NA	south	undetermined	metacriticGreaterThan84
q-tip	NA	NA	NA	NA	NA	NA	genre3	0	NA	1988	early	NA	NA	east	undetermined	sourceTop50Lyricists
quan	NA	NA	NA	NA	NA	NA	genre3	0	NA	2002	late	NA	NA	non-US	undetermined	xxlFreshmen
raekwon	Ice Cream	NA	NA	NA	NA	NA	genre3	0	NA	1992	mid	NA	NA	east	undetermined	metacriticGreaterThan84
rakim	NA	NA	NA	NA	NA	NA	genre3	0	NA	1985	early	NA	NA	east	undetermined	"betMostInfluential, sourceTop50Lyricists"
richHomie	NA	NA	NA	NA	NA	NA	genre3	0	NA	NA	NA	NA	NA	south	undetermined	xxlFreshmen
run-dmc	NA	NA	NA	NA	NA	NA	genre3	0	NA	1981	early	NA	NA	east	undetermined	"betMostInfluential, complexBestSelling"
schoolyD	NA	NA	NA	NA	NA	NA	genre3	0	NA	1984	early	NA	NA	midwest	undetermined	betMostInfluential
skyzoo	rangeRoverRhythm	NA	NA	NA	NA	NA	genre3	0	NA	2005	late	NA	NA	east	undetermined	metacriticGreaterThan84
starangWondah	NA	NA	NA	NA	NA	NA	genre3	0	NA	1995	mid	NA	NA	east	undetermined	complexSleptOn
statikSelektah	Carry On	NA	NA	NA	NA	NA	genre3	0	NA	1995	mid	NA	NA	east	undetermined	metacriticGreaterThan84
