word	syllable	quant	duration	rhymeClass	rhymeIndex	lineEnding	breathEnding	bi.c
come	come	16	1	NA	NA	0	0	50.485
back	back	16	2	NA	NA	0	0	50.813
home	home	16	3	5	1	1	1	51.341
every	ev-	16	1	NA	NA	0	0	52.083
every	ry	16	1	NA	NA	0	0	52.27
three	three	16	2	NA	NA	0	0	52.688
weeks	weeks	16	2	NA	NA	0	0	53.017
flip	flip	16	2	NA	NA	0	0	53.61
three	three	16	2	NA	NA	0	0	54.083
to	to	16	1	NA	NA	0	0	54.509
six	six	16	2	NA	NA	0	0	54.856
zones	zones	16	3	5	1	1	1	55.311
homies	hom-	16	1	NA	NA	0	0	56.004
homies	ies	16	1	NA	NA	0	0	56.315
on	on	16	1	NA	NA	0	0	56.517
the	the	16	1	NA	NA	0	0	56.805
block	block	16	2	6	1	0	1	57.024
can	can	16	1	NA	NA	0	0	57.562
say	say	16	1	NA	NA	0	0	57.807
whatever	what-	16	1	NA	NA	0	0	58.095
whatever	ev-	16	1	NA	NA	0	0	58.263
whatever	er	16	1	NA	NA	0	0	58.533
they	they	16	1	NA	NA	0	0	58.834
want	want	16	2	6	1	1	1	59.089
i	i	16	1	NA	NA	0	0	59.439
don't	don't	16	1	NA	NA	0	0	59.624
wanna	wan-	16	1	NA	NA	0	0	60.04
wanna	na	16	1	NA	NA	0	0	60.246
be	be	16	1	NA	NA	0	0	60.514
a	a	16	1	NA	NA	0	0	60.717
dealer	deal-	16	1	NA	NA	0	0	61.053
dealer	er	16	2	NA	NA	0	1	61.313
i	i	16	1	NA	NA	0	0	61.749
wanna	wan-	16	1	NA	NA	0	0	62.043
wanna	na	16	1	NA	NA	0	0	62.263
be	be	16	1	NA	NA	0	0	62.582
a	a	16	1	NA	NA	0	0	62.645
trump	trump	16	1	6	1	1	1	63.074
